Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,alternative term,antisymmetric property,BFO CLIF specification label,BFO OWL specification label,code DSM-IV-TR,code DSM-IV-TR,complicated_by,composed_of,Contributor,Coverage,Creator,curator note,database_cross_reference,Date,definition,definition source,derives_from,Description,disposition of at all times,editor note,editor preferred term,elucidation,example of usage,expand assertion to,expand expression to,first order logic expression,Format,has associated axiom(fol),has associated axiom(nl),has axiom label,has continuant part at all times,has curation status,has disposition at some time,has ID digit count,has ID policy for,has ID prefix,has ID range allocated to,has obsolescence reason,has occurrent part,has ontology root term,has participant at all times,has participant at some time,has proper continuant part at all times,has proper occurrent part,has_alternative_id,has_exact_synonym,has_material_basis_in,has_narrow_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,has_symptom,http://attempto.ifi.uzh.ch/ace_lexicon#CN_pl,http://attempto.ifi.uzh.ch/ace_lexicon#CN_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_pl,http://attempto.ifi.uzh.ch/ace_lexicon#TV_sg,http://attempto.ifi.uzh.ch/ace_lexicon#TV_vbg,http://data.bioontology.org/metadata/prefixIRI,http://protege.stanford.edu/plugins/owl/protege#defaultLanguage,http://purl.obolibrary.org/obo/doid#DO_cancer_slim,http://purl.obolibrary.org/obo/doid#DO_MGI_slim,http://purl.obolibrary.org/obo/doid#GOLD,http://purl.obolibrary.org/obo/doid#gram-negative_bacterial_infectious_disease,http://purl.obolibrary.org/obo/doid#gram-positive_bacterial_infectious_disease,http://purl.obolibrary.org/obo/doid#sexually_transmitted_infectious_disease,http://purl.obolibrary.org/obo/doid#tick-borne_infectious_disease,http://purl.obolibrary.org/obo/doid#TopNodes_DOcancerslim,http://purl.obolibrary.org/obo/doid#zoonotic_infectious_disease,http://purl.obolibrary.org/obo/MF#hasAgent,http://purl.obolibrary.org/obo/MF#hasPart,http://purl.obolibrary.org/obo/MF#hasParticipant,http://purl.obolibrary.org/obo/MF#inhererOf,http://purl.obolibrary.org/obo/MF#inheresIn,http://purl.obolibrary.org/obo/MF#isAbout,http://purl.obolibrary.org/obo/MF#manifestationOf,http://purl.obolibrary.org/obo/MF#participantOf,http://purl.obolibrary.org/obo/MF#partOf,http://purl.obolibrary.org/obo/MF#realizationOf,http://purl.obolibrary.org/obo/MF#specificallyDependsOn,http://purl.org/dc/elements/1.1/license,http://purl.org/dc/elements/1.1/member,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#isDefinedBy,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2000/01/rdf-schema#seeAlso,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2002/07/owl#versionIRI%20rdf:resource,http://www.w3.org/2004/02/skos/core#notation,http://xmlns.com/foaf/0.1/homepage,http://xmlns.com/foaf/0.1/mbox,ICD-10 code,ICD-10 code,ICD-10 code,imported from,in branch,in_subset,inheres in at all times,inheres_in,is allocated id range,is denotator type,is_a,Language,located_in,material basis of at all times,may be identical to,OBO foundry unique label,occurs_with,ontology term requester,part of continuant at some time,part of occurrent,part_of,participates in at some time,Publisher,realized in,realized_by,realized_by_supression_with,realizes,Relation,Resource Identifier,Resource Type,results_in,results_in_formation_of,Rights Management,scheduled for obsoletion on or after,Source,Subject and Keywords,subset_property,symptoms,term editor,term replaced by,term tracker item,Title,transmitted_by
http://purl.obolibrary.org/obo/MFOMD_0000110,catatonic behaviour,,"
Marked motor abnormalities including motoric immobility (i.e., catalepsy or stupor), certain types of excessive motor activity (apparently purposeless agitation not influenced by external stimuli), extreme negativism (apparent motiveless resistance to instructions or attempts to be moved) or mutism, posturing or stereotyped movements, and echolalia or echopraxia. 


DSM-IV-TR (american Psychiatric Association)",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"
Marked motor abnormalities including motoric immobility (i.e., catalepsy or stupor), certain types of excessive motor activity (apparently purposeless agitation not influenced by external stimuli), extreme negativism (apparent motiveless resistance to instructions or attempts to be moved) or mutism, posturing or stereotyped movements, and echolalia or echopraxia. 


DSM-IV-TR (american Psychiatric Association)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,catatonic behaviour,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0060747,oral incubation,,A parental behavior in which fertilized eggs are taken into the mouth and held until hatching.,false,,,http://purl.obolibrary.org/obo/GO_0060746,,,,,,,,,,,,,,,A parental behavior in which fertilized eggs are taken into the mouth and held until hatching.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0060747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,oral incubation,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_1233,transvestism,Dual-role transvestism|Transvestic fetishism|Fetishistic transvestism (disorder)|cross dresser,,false,,,http://purl.obolibrary.org/obo/DOID_1235,,,,,,,,,,,,,SNOMEDCT_2010_1_31:154907002|UMLS_CUI:C0040774|SNOMEDCT_2010_1_31:192509002|SNOMEDCT_2010_1_31:248108005|SNOMEDCT_2010_1_31:191780004|SNOMEDCT_2010_1_31:63495002|MSH:D014190|SNOMEDCT_2010_1_31:268763002|ICD9CM:302.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dual-role transvestism|Transvestic fetishism|Fetishistic transvestism (disorder)|cross dresser,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:1233,,,,transvestism,,,,DOID:1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/BFO_0000003,occurrent,,,false,,,http://purl.obolibrary.org/obo/BFO_0000001,,,Occurrent,occurrent,,,,,,,,,,,,,,,,"BFO 2 Reference: every occurrent that is not a temporal or spatiotemporal region is s-dependent on some independent continuant that is not a spatial region|BFO 2 Reference: s-dependence obtains between every process and its participants in the sense that, as a matter of necessity, this process could not have existed unless these or those participants existed also. A process may have a succession of participants at different phases of its unfolding. Thus there may be different players on the field at different times during the course of a football game; but the process which is the entire game s-depends_on all of these players nonetheless. Some temporal parts of this process will s-depend_on on only some of the players.|Occurrent doesn't have a closure axiom because the subclasses don't necessarily exhaust all possibilites. An example would be the sum of a process and the process boundary of another process.|Simons uses different terminology for relations of occurrents to regions: Denote the spatio-temporal location of a given occurrent e by 'spn[e]' and call this region its span. We may say an occurrent is at its span, in any larger region, and covers any smaller region. Now suppose we have fixed a frame of reference so that we can speak not merely of spatio-temporal but also of spatial regions (places) and temporal regions (times). The spread of an occurrent, (relative to a frame of reference) is the space it exactly occupies, and its spell is likewise the time it exactly occupies. We write 'spr[e]' and `spl[e]' respectively for the spread and spell of e, omitting mention of the frame.",,An occurrent is an entity that unfolds itself in time or it is the instantaneous boundary of such an entity (for example a beginning or an ending) or it is a temporal or spatiotemporal region which such an entity occupies_temporal_region or occupies_spatiotemporal_region. (axiom label in BFO2 Reference: [077-002]),,,,,,(forall (x) (if (Occurrent x) (exists (r) (and (SpatioTemporalRegion r) (occupiesSpatioTemporalRegion x r))))) // axiom label in BFO2 CLIF: [108-001] |(forall (x) (iff (Occurrent x) (and (Entity x) (exists (y) (temporalPartOf y x))))) // axiom label in BFO2 CLIF: [079-001] ,b is an occurrent entity iff b is an entity that has temporal parts. (axiom label in BFO2 Reference: [079-001])|Every occurrent occupies_spatiotemporal_region some spatiotemporal region. (axiom label in BFO2 Reference: [108-001]),,,,,,,,,,,,,,,,,,,,,,,,,,,,,BFO:0000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,http://purl.obolibrary.org/obo/bfo.owl,occurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0044733,envenomation resulting in modulation of acid-sensing ion channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant change in the activity of an acid-sensing ion channel (ASIC) in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044560,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with a resultant change in the activity of an acid-sensing ion channel (ASIC) in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in modulation of acid-sensing ion channel activity in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000121,grandiosity,,"
An inflated appraisal of one's worth, power, knowledge, importance, or identity. When extreme, grandiosity may be of delusional proportions.


DSM-IV-TR (american Psychiatric Association)",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"
An inflated appraisal of one's worth, power, knowledge, importance, or identity. When extreme, grandiosity may be of delusional proportions.


DSM-IV-TR (american Psychiatric Association)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,grandiosity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000165,avolition,,"Is characterized by an inability to initiate and persist in goal-directed activities.  The person may sit for long periods of time and show little interest in participating in work or social activities.


http://www.biopsychinstitute.com/psychiatric-disorders/schizophrenia",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"Is characterized by an inability to initiate and persist in goal-directed activities.  The person may sit for long periods of time and show little interest in participating in work or social activities.


http://www.biopsychinstitute.com/psychiatric-disorders/schizophrenia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,avolition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0035737,injection of substance in to other organism,,"The process of forcing a substance into another organism, either by penetrating the skin of the other organism or by applying the substance externally to a sensitive tissue such as those that surround the eyes.",false,,,http://purl.obolibrary.org/obo/GO_0051705,,,,,,,,,,,,,,,"The process of forcing a substance into another organism, either by penetrating the skin of the other organism or by applying the substance externally to a sensitive tissue such as those that surround the eyes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0035737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,injection of substance in to other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_2055,post-traumatic stress disorder,traumatic neurosis|post-traumatic stress disorder,"An anxiety disorder which results from a traumatic experience that results in psychological trauma.|Mental condition in which a person suffers severe anxiety and depression after a very frightening or shocking experience, such as an accident or a war.

http://dictionary.cambridge.org/dictionary/british/post-traumatic-stress-disorder|Post traumatic stress disorder (PTSD) can be summarized as a ""a normal reaction to abnormal events.""
 
Although the most important causal factor in PTSD is the traumatic event itself, individuals differ in the intensity of their cognitive and emotional responses to trauma; some persons appear to be more vulnerable than others. In some cases, this greater vulnerability is related to temperament or natural disposition, with shy or introverted people being at greater risk. In other cases, the person's vulnerability results from chronic illness, a physical disability, or previous traumatization—particularly abuse in childhood. 

Studies of specific populations have shed light on the social and cultural causes of PTSD. In general, societies that are highly authoritarian, glorify violence, or sexualize violence have high rates of PTSD even among civilians. Researchers have not found any correlation between race and biological vulnerability to PTSD.

The degree of risk for PTSD is related to three factors: 
- the amount and intensity of exposure to the suffering of trauma victims; 
- the worker's degree of empathy and sensitivity; 
- and unresolved issues from the worker's personal history.

The patient attempts to reduce the possibility of exposure to anything that might trigger memories of the trauma, and to minimize his or her reactions to such memories. This cluster of symptoms includes feeling disconnected from other people, psychic numbing, and avoidance of places, persons, or things associated with the trauma. Patients with PTSD are at increased risk of substance abuse as a form of self-medication to numb painful memories.

The patient suffers from significant social, interpersonal, or work-related problems as a result of the PTSD symptoms. 

http://www.minddisorders.com/Ob-Ps/Post-traumatic-stress-disorder.html


",false,,,http://purl.obolibrary.org/obo/DOID_2030,"trastorno por estrés postraumático
",,,,309.81,,,,,,,,SNOMEDCT_2010_1_31:61157009|ICD9CM:309.81|SNOMEDCT_2010_1_31:192414001|SNOMEDCT_2010_1_31:192415000|MSH:D013313|SNOMEDCT_2010_1_31:154959008|NCI:C3389|SNOMEDCT_2010_1_31:47505003|UMLS_CUI:C0038436|SNOMEDCT_2010_1_31:192036009|SNOMEDCT_2010_1_31:268791005|SNOMEDCT_2010_1_31:279611005,,"An anxiety disorder which results from a traumatic experience that results in psychological trauma.|Mental condition in which a person suffers severe anxiety and depression after a very frightening or shocking experience, such as an accident or a war.

http://dictionary.cambridge.org/dictionary/british/post-traumatic-stress-disorder",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,traumatic neurosis,,,,disease_ontology,post-traumatic stress disorder,,,,,,,DOID:2055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:2055,,"Post traumatic stress disorder (PTSD) can be summarized as a ""a normal reaction to abnormal events.""
 
Although the most important causal factor in PTSD is the traumatic event itself, individuals differ in the intensity of their cognitive and emotional responses to trauma; some persons appear to be more vulnerable than others. In some cases, this greater vulnerability is related to temperament or natural disposition, with shy or introverted people being at greater risk. In other cases, the person's vulnerability results from chronic illness, a physical disability, or previous traumatization—particularly abuse in childhood. 

Studies of specific populations have shed light on the social and cultural causes of PTSD. In general, societies that are highly authoritarian, glorify violence, or sexualize violence have high rates of PTSD even among civilians. Researchers have not found any correlation between race and biological vulnerability to PTSD.

The degree of risk for PTSD is related to three factors: 
- the amount and intensity of exposure to the suffering of trauma victims; 
- the worker's degree of empathy and sensitivity; 
- and unresolved issues from the worker's personal history.

The patient attempts to reduce the possibility of exposure to anything that might trigger memories of the trauma, and to minimize his or her reactions to such memories. This cluster of symptoms includes feeling disconnected from other people, psychic numbing, and avoidance of places, persons, or things associated with the trauma. Patients with PTSD are at increased risk of substance abuse as a form of self-medication to numb painful memories.

The patient suffers from significant social, interpersonal, or work-related problems as a result of the PTSD symptoms. 

http://www.minddisorders.com/Ob-Ps/Post-traumatic-stress-disorder.html


",,post-traumatic stress disorder,,,,DOID:2055,,,F43.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"A person suffering from Post Traumatic stress disorder can experience:
- Flashbacks 
- Nightmares or daydreams (in which the traumatic event is experienced again). 
- Experience of abnormally intense startle responses
- Insomnia 
- May have difficulty concentrating.
- Traumatic memories, which have two distinctive characteristics: 
     1) they can be triggered by stimuli that remind the patient of the traumatic event; 
     2) they have a ""frozen"" or wordless quality, consisting of images and sensations rather            than verbal descriptions.
 http://www.minddisorders.com/Ob-Ps/Post-traumatic-stress-disorder.html#ixzz2h8VzYrwc

",,,,,
http://purl.obolibrary.org/obo/MFOMD_0000173,undoing,,"A symbolic attempt, often ritualistic or repetitive, to right a wrong or negate some disapproved thought, impulse or act.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",false,,,http://purl.obolibrary.org/obo/MFOMD_0000167,,,,,,,,,,,,,,,"A symbolic attempt, often ritualistic or repetitive, to right a wrong or negate some disapproved thought, impulse or act.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,undoing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_4543,retrograde amnesia,,An amnestic disorder that involves a loss of one's pre-existing memories to conscious recollection.,false,,,http://purl.obolibrary.org/obo/DOID_10914,,,,,,,,,,,,,SNOMEDCT_2010_1_31:158178004|SNOMEDCT_2010_1_31:206784007|UMLS_CUI:C0002624|NCI:C34372|SNOMEDCT_2010_1_31:51921000|MSH:D000648,,An amnestic disorder that involves a loss of one's pre-existing memories to conscious recollection.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:4543,,,,retrograde amnesia,,,,DOID:4543,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000172,displacement,,"Directing an emotion, such as hostility or anxiety, toward a substitute target.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",false,,,http://purl.obolibrary.org/obo/MFOMD_0000167,,,,,,,,,,,,,,,"Directing an emotion, such as hostility or anxiety, toward a substitute target.


""Understanding abnormal behavior"". David Sue, Derald Wing Sue, Stanley Sue.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,displacement,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MF_0000025,intelligence,,"A mental capability realised in processes involving understanding complex ideas, adapting effectively to the environment, learning from experience, engaging in various forms of reasoning, and overcome obstacles through the outcome of thinking processes.",false,,,http://purl.obolibrary.org/obo/MF_0000048,,,,,,,,,,,,,,,"A mental capability realised in processes involving understanding complex ideas, adapting effectively to the environment, learning from experience, engaging in various forms of reasoning, and overcome obstacles through the outcome of thinking processes.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MF:0000025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,intelligence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000000,ontology module,,,false,,,http://purl.obolibrary.org/obo/IAO_0000102,ontology file|ontology file,,,,,,,,,,,"This class and it's subclasses are applied to OWL ontologies. Using an rdf:type triple will result in problems with OWL-DL. I propose that dcterms:type is instead used to connect an ontology URI with a class from this hierarchy. The class hierarchy is not disjoint, so multiple assertions can be made about a single ontology.|This class and it's subclasses are applied to OWL ontologies. Using an rdf:type triple will result in problems with OWL-DL. I propose that dcterms:type is instead used to connect an ontology URI with a class from this hierarchy. The class hierarchy is not disjoint, so multiple assertions can be made about a single ontology.",,,,,,,,"I have placed this under 'data about an ontology part', but this can be discussed. I think this is OK if 'part' is interpreted reflexively, as an ontology module is the whole ontology rather than part of it.|I have placed this under 'data about an ontology part', but this can be discussed. I think this is OK if 'part' is interpreted reflexively, as an ontology module is the whole ontology rather than part of it.",ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000000,,,,,,,,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T20:55:03Z,,,,,,,ontology module|ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/IAO_8000011,external import ontology module,,An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach.|An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach.,false,,,http://purl.obolibrary.org/obo/IAO_8000005,external import|external import,,,,,,,,,,,,,,An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach.|An imported ontology module that is derived from an external ontology. Derivation methods include the OWLAPI SLME approach.,,,,,,external import ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IAO:8000011,,,,,,,,,,,,,,,,,,,,,,,,,,cjm,2018-05-20T21:00:14Z,,,,,,,external import ontology module|external import ontology module,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/GO_0007610,behavior,,"The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity.",false,,,http://purl.obolibrary.org/obo/OGMS_0000060,,,,,,,,,,,,,,,"The internally coordinated responses (actions or inactions) of animals (individuals or groups) to internal or external stimuli, via a mechanism that involves nervous system activity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0007610,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,behavior,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_2468,psychotic disorder,mental or behavioural disorder,"A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.|Disorders that include psychotic symptoms as a prominent aspect of their presentation.

DSM-IV-TR (american Psychiatric Association)|Should be understood that psychotic symptoms are not necessarily consider to be core or fundamental features of these disorders, nor do the disorders in this section necessarily have a common aetiology.",false,,,http://purl.obolibrary.org/obo/DOID_1561,,,,,,,,,,,,,UMLS_CUI:C0029516|EFO:0000677|ICD9CM:298.8,,"A cognitive disorder that involves abnormal thinking and perceptions resulting in a disconnection with reality.|Disorders that include psychotic symptoms as a prominent aspect of their presentation.

DSM-IV-TR (american Psychiatric Association)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,mental or behavioural disorder,,,,disease_ontology,,,,,,,,DOID:2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DOID:2468,,"Should be understood that psychotic symptoms are not necessarily consider to be core or fundamental features of these disorders, nor do the disorders in this section necessarily have a common aetiology.",,psychotic disorder,,,,DOID:2468,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/MFOMD_0000184,nervousness,,"Feeling of worry and anxiety.


http://dictionary.cambridge.org/dictionary/british/nervousness",false,,,http://purl.obolibrary.org/obo/MFOMD_0000024,,,,,,,,,,,,,,,"Feeling of worry and anxiety.


http://dictionary.cambridge.org/dictionary/british/nervousness",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MFOMD:0000184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,nervousness,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/DOID_0050742,nicotine dependence,, A substance addiction in which the substance compulsively consumed is nicotine (CHEBI:18723).           ,false,,,http://purl.obolibrary.org/obo/DOID_9973,"305.1 [DSM-IV Code]
|Mental and behavioural disorders due to use of tobacco [ICD-10]|nicotine addiction|F17 [ICD-10 Code]|nicotine dependence [DSM-IV]",,,,,,,,,,,,EFO:0003768|OMIM:188890,, A substance addiction in which the substance compulsively consumed is nicotine (CHEBI:18723).           ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,disease_ontology,,,,,,,,DOID:0050742,,,,,,,,,,,,,,,,,,,,,,,,,,lschriml,2012-09-05T11:48:42Z,,,DOID:0050742,,,,nicotine dependence,,,,DOID:0050742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000132,autoimmune disease process,,The process in which an autoimmune disease unfolds.,false,,,http://purl.obolibrary.org/obo/OGMS_0000061,,,,,,,,,,,,,,,The process in which an autoimmune disease unfolds.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,autoimmune disease process,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000115,physical therapy procedure,,A therapeutic procedure that uses physical conditioning,false,,,http://purl.obolibrary.org/obo/OGMS_0000112,,,,,,,,,,,,creation date: 2018-11-27,,,A therapeutic procedure that uses physical conditioning,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000115,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,physical therapy procedure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://purl.obolibrary.org/obo/OGMS_0000022,manifestation of a disease,,A quality of a patient that is (a) a deviation from clinical normality that exists in virtue of the realization of a disease and (b) is observable.,false,,,http://purl.obolibrary.org/obo/BFO_0000019,,,,,,,,,,,,creation date: 2009-06-23T11:12:33Z,,,A quality of a patient that is (a) a deviation from clinical normality that exists in virtue of the realization of a disease and (b) is observable.,http://ontology.buffalo.edu/medo/Disease_and_Diagnosis.pdf,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OGMS:0000022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,manifestation of a disease,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Albert Goldfain,,,,
http://purl.obolibrary.org/obo/GO_0044493,envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant stopping, prevention or reduction of the activity of a voltage-gated sodium channel in the bitten organism.",false,,,http://purl.obolibrary.org/obo/GO_0044492,,,,,,,,,,,,,,,"A process that begins with venom being forced into an organism by the bite or sting of another organism, and ends with the resultant stopping, prevention or reduction of the activity of a voltage-gated sodium channel in the bitten organism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GO:0044493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,envenomation resulting in negative regulation of voltage-gated sodium channel activity in other organism,,,,,,,,,,http://purl.obolibrary.org/obo/go.owl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
