Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,http://cbmi.med.harvard.edu/asdphenotype#question_id,http://data.bioontology.org/metadata/prefixIRI,http://www.w3.org/2004/02/skos/core#definition
http://cbmi.med.harvard.edu/asdphenotype#Class_41,Aggressive Behavior,,"Behavior which may be manifested by destructive and attacking action which is verbal or physical, by covert attitudes of hostility or by obstructionism.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_42,,asd:Class_41,"Behavior which may be manifested by destructive and attacking action which is verbal or physical, by covert attitudes of hostility or by obstructionism."
http://cbmi.med.harvard.edu/asdphenotype#Class_218,Impatience,,The inability to wait calmly without feelings of agitation.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_110,,asd:Class_218,The inability to wait calmly without feelings of agitation.
http://cbmi.med.harvard.edu/asdphenotype#Class_47,Adherence to Rituals and Routines,,"Intolerance for deviation from routine, or Insistence on a specific order.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_6,,asd:Class_47,"Intolerance for deviation from routine, or Insistence on a specific order."
http://cbmi.med.harvard.edu/asdphenotype#Class_134,Eye Contact,,"Meeting the eyes of another individual in an effort to communicate or in response to communication by the other individual, and integrating eye contact with verbal interaction, including looking at the individual speaking or being addressed.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_60,,asd:Class_134,"Meeting the eyes of another individual in an effort to communicate or in response to communication by the other individual, and integrating eye contact with verbal interaction, including looking at the individual speaking or being addressed."
http://cbmi.med.harvard.edu/asdphenotype#Class_471,Depressive Disorder,,An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_468,,asd:Class_471,An affective disorder manifested by either a dysphoric mood or loss of interest or pleasure in usual activities. The mood disturbance is prominent and relatively persistent.
http://cbmi.med.harvard.edu/asdphenotype#Class_104,Poor Eating Behavior,,Behavior related to feeding which negatively affects the quality or amount of food eaten and digested.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_174,,asd:Class_104,Behavior related to feeding which negatively affects the quality or amount of food eaten and digested.
http://cbmi.med.harvard.edu/asdphenotype#Class_585,Medications,,Drugs intended for treatment of physical or mental disorders. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_148,,asd:Class_585,Drugs intended for treatment of physical or mental disorders. 
http://cbmi.med.harvard.edu/asdphenotype#Class_103,Strange or Illogical Ideas,,Expression of abnormal or nonsensical thoughts.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_138,,asd:Class_103,Expression of abnormal or nonsensical thoughts.
http://cbmi.med.harvard.edu/asdphenotype#Class_217,Overactivity,,Being active to an abnormal degree.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_111,,asd:Class_217,Being active to an abnormal degree.
http://cbmi.med.harvard.edu/asdphenotype#Class_529,Mental Flexibility,,The ability to shift to a different thought or action according to a change in situation.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_155,,asd:Class_529,The ability to shift to a different thought or action according to a change in situation.
http://cbmi.med.harvard.edu/asdphenotype#Class_163,Primary Diagnosis,,Presence of a diagnosis of autism spectrum disorder.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_97,,asd:Class_163,Presence of a diagnosis of autism spectrum disorder.
http://cbmi.med.harvard.edu/asdphenotype#Class_638,Labor Presentation,,"The position or orientation of the fetus at near term or during obstetric labor, determined by its relation to the spine of the mother and the birth canal.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_638,"The position or orientation of the fetus at near term or during obstetric labor, determined by its relation to the spine of the mother and the birth canal."
http://cbmi.med.harvard.edu/asdphenotype#Class_230,Skill in Understanding Humor,,"The ability to recognize and enjoy humorous statements, including jokes, irony, and sarcasm.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_229,,asd:Class_230,"The ability to recognize and enjoy humorous statements, including jokes, irony, and sarcasm."
http://cbmi.med.harvard.edu/asdphenotype#Class_398,Diabetes Mellitus Type 1,,A subtype of diabetes mellitus that is characterized by insulin deficiency. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_393,,asd:Class_398,A subtype of diabetes mellitus that is characterized by insulin deficiency. 
http://cbmi.med.harvard.edu/asdphenotype#Class_200,Performance of Chores,,"Doing housework such as cleaning the house, tidying rooms, washing clothes, storing food and disposing of garbage.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_532,,asd:Class_200,"Doing housework such as cleaning the house, tidying rooms, washing clothes, storing food and disposing of garbage."
http://cbmi.med.harvard.edu/asdphenotype#Class_656,Drug Abuse,,Overuse or misuse of medications or other drugs.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_384,,asd:Class_656,Overuse or misuse of medications or other drugs.
http://cbmi.med.harvard.edu/asdphenotype#Class_299,Decision Making Ability,,"Making a choice among options, implementing the choice, and evaluating the effects of the choice, or deciding to undertake and undertaking one task from among several tasks that need to be done.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_30,,asd:Class_299,"Making a choice among options, implementing the choice, and evaluating the effects of the choice, or deciding to undertake and undertaking one task from among several tasks that need to be done."
http://cbmi.med.harvard.edu/asdphenotype#Class_57,Reaction to Sensory Stimuli,,"Extreme sensitivity to external stimuli such as noises, bright lights, smells and textures.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_168,,asd:Class_57,"Extreme sensitivity to external stimuli such as noises, bright lights, smells and textures."
http://cbmi.med.harvard.edu/asdphenotype#Class_54,Community Life Skills,,"Skills that allow successful engagement in all aspects of community social life, such as engaging in organized groups, recreation, and citizenship. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_538,,asd:Class_54,"Skills that allow successful engagement in all aspects of community social life, such as engaging in organized groups, recreation, and citizenship. "
http://cbmi.med.harvard.edu/asdphenotype#Class_685,Muscle Weakness,,"A vague complaint of debility, fatigue, or exhaustion attributable to weakness of various muscles. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_665,,asd:Class_685,"A vague complaint of debility, fatigue, or exhaustion attributable to weakness of various muscles. "
http://cbmi.med.harvard.edu/asdphenotype#Class_470,Bipolar Disorder,,A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_468,,asd:Class_470,A major affective disorder marked by severe mood swings (manic or major depressive episodes) and a tendency to remission and recurrence.
http://cbmi.med.harvard.edu/asdphenotype#Class_331,Procedures During Pregnancy,,"Diagnostic and treatment techniques including surgery, hospitalization, etc. that occur during pregnancy or labor and delivery.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_331,"Diagnostic and treatment techniques including surgery, hospitalization, etc. that occur during pregnancy or labor and delivery."
http://cbmi.med.harvard.edu/asdphenotype#Class_30,Planning,,"A complex operation in which a sequence of actions must be constantly monitored, re-evaluated and updated.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_155,,asd:Class_30,"A complex operation in which a sequence of actions must be constantly monitored, re-evaluated and updated."
http://cbmi.med.harvard.edu/asdphenotype#Class_360,Expressive Semantics,,"The ability to produce phrases, sentences, or sets of sentences that successfully convey meaning.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_177,,asd:Class_360,"The ability to produce phrases, sentences, or sets of sentences that successfully convey meaning."
http://cbmi.med.harvard.edu/asdphenotype#Class_102,Suspicious of Others,,Unwarranted mistrust of others. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_138,,asd:Class_102,Unwarranted mistrust of others. 
http://cbmi.med.harvard.edu/asdphenotype#Class_64,Ability to Engage in Casual Conversation,,"The ability to maintain casual interactions with others such as chatting and small talk, in a contextually and socially appropriate manner.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_304,,asd:Class_64,"The ability to maintain casual interactions with others such as chatting and small talk, in a contextually and socially appropriate manner."
http://cbmi.med.harvard.edu/asdphenotype#Class_185,Initiating Social Interaction,,"Starting interactions with others, including introducing oneself and actively trying to make friends.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_85,,asd:Class_185,"Starting interactions with others, including introducing oneself and actively trying to make friends."
http://cbmi.med.harvard.edu/asdphenotype#Class_155,Executive Function,,"A set of cognitive functions that controls complex, goal-directed thought and behavior. Executive function involves multiple domains, such as concept formation, goal management, cognitive flexibility, inhibition control, impulse control, and working memory.  Executive function in autism spectrum disorder is a subject of continuing research.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_152,,asd:Class_155,"A set of cognitive functions that controls complex, goal-directed thought and behavior. Executive function involves multiple domains, such as concept formation, goal management, cognitive flexibility, inhibition control, impulse control, and working memory.  Executive function in autism spectrum disorder is a subject of continuing research."
http://cbmi.med.harvard.edu/asdphenotype#Class_239,Insistence on Order,,"Insistence on an extreme degree of order in the surrounding environment, including placement and arrangement of specific objects.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_47,,asd:Class_239,"Insistence on an extreme degree of order in the surrounding environment, including placement and arrangement of specific objects."
http://cbmi.med.harvard.edu/asdphenotype#Class_184,Task Initiation,,Preparing and arranging the time and space for performance of a task with one or more components and undertaking execution of the task.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_293,,asd:Class_184,Preparing and arranging the time and space for performance of a task with one or more components and undertaking execution of the task.
http://cbmi.med.harvard.edu/asdphenotype#Class_268,Performance in School,,Performing activities involved in obtaining an education.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_54,,asd:Class_268,Performing activities involved in obtaining an education.
http://cbmi.med.harvard.edu/asdphenotype#Class_301,Autism Phenotype,,"Severe distortions in the development of many basic psychological functions that are not normal for any stage in development. These distortions are manifested in sustained social impairment, speech abnormalities, and peculiar motor movements.",false,,,http://www.w3.org/2002/07/owl#Thing,,asd:Class_301,"Severe distortions in the development of many basic psychological functions that are not normal for any stage in development. These distortions are manifested in sustained social impairment, speech abnormalities, and peculiar motor movements."
http://cbmi.med.harvard.edu/asdphenotype#Class_85,Initiating and Responding to Social Overtures,,Showing interest in making social advances to initiate friendly interactions as well as positive responses to the social advances of others.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_67,,asd:Class_85,Showing interest in making social advances to initiate friendly interactions as well as positive responses to the social advances of others.
http://cbmi.med.harvard.edu/asdphenotype#Class_297,Compulsive Behavior,,Performing an act persistently and repetitively without it leading to reward or pleasure. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_6,,asd:Class_297,Performing an act persistently and repetitively without it leading to reward or pleasure. 
http://cbmi.med.harvard.edu/asdphenotype#Class_737,Smoking,,Inhaling and exhaling the smoke of tobacco.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_384,,asd:Class_737,Inhaling and exhaling the smoke of tobacco.
http://cbmi.med.harvard.edu/asdphenotype#Class_88,Visual Thinking,,"Apprehending some aspect of an object or situation, through primarily visual-spatial mental functions.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_11,,asd:Class_88,"Apprehending some aspect of an object or situation, through primarily visual-spatial mental functions."
http://cbmi.med.harvard.edu/asdphenotype#Class_682,Skin Indications,,Dermatologic problems.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_406,,asd:Class_682,Dermatologic problems.
http://cbmi.med.harvard.edu/asdphenotype#Class_201,Quality of Performed Task,,The degree of excellence with which a task is performed.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_293,,asd:Class_201,The degree of excellence with which a task is performed.
http://cbmi.med.harvard.edu/asdphenotype#Class_231,Insistence on Routine,,Insistence on a specific sequence of ordered events and actions and intolerance of deviation from such routines.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_47,,asd:Class_231,Insistence on a specific sequence of ordered events and actions and intolerance of deviation from such routines.
http://cbmi.med.harvard.edu/asdphenotype#Class_413,Tourette Syndrome,,"A neuropsychological disorder related to alterations in dopamine metabolism and neurotransmission involving frontal-subcortical neuronal circuits. Both multiple motor and one or more vocal tics are present, with tics occurring many times a day, nearly daily, over a period of more than one year. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_517,,asd:Class_413,"A neuropsychological disorder related to alterations in dopamine metabolism and neurotransmission involving frontal-subcortical neuronal circuits. Both multiple motor and one or more vocal tics are present, with tics occurring many times a day, nearly daily, over a period of more than one year. "
http://cbmi.med.harvard.edu/asdphenotype#Class_724,Functional Laterality,,"Behavioral manifestations of cerebral dominance in which there is preferential use and superior functioning of either the left or the right side, as in the preferred use of the right hand or right foot.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_753,,asd:Class_724,"Behavioral manifestations of cerebral dominance in which there is preferential use and superior functioning of either the left or the right side, as in the preferred use of the right hand or right foot."
http://cbmi.med.harvard.edu/asdphenotype#Class_496,Tuberous Sclerosis,,"An autosomal dominant disorder which is generally classified as a phacomatosis. The condition is characterized by glial cell tumors which arise in the cerebral hemispheres and retina. There is an increased incidence of benign rhabdomyomas of the heart and angiomyolipomas of kidney, liver, lungs, thyroid, and testes. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_494,,asd:Class_496,"An autosomal dominant disorder which is generally classified as a phacomatosis. The condition is characterized by glial cell tumors which arise in the cerebral hemispheres and retina. There is an increased incidence of benign rhabdomyomas of the heart and angiomyolipomas of kidney, liver, lungs, thyroid, and testes. "
http://cbmi.med.harvard.edu/asdphenotype#Class_154,Medical History,,A record of a patient's background regarding health and the occurrence of disease events. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_301,,asd:Class_154,A record of a patient's background regarding health and the occurrence of disease events. 
http://cbmi.med.harvard.edu/asdphenotype#Class_466,Asperger Syndrome,,"A childhood disorder predominately affecting boys. It is characterized by severe, sustained, clinically significant impairment of social interaction, and restricted repetitive and stereotyped patterns of behavior. There are no clinically significant delays in language or cognitive development. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_163,,asd:Class_466,"A childhood disorder predominately affecting boys. It is characterized by severe, sustained, clinically significant impairment of social interaction, and restricted repetitive and stereotyped patterns of behavior. There are no clinically significant delays in language or cognitive development. "
http://cbmi.med.harvard.edu/asdphenotype#Class_284,Interpersonal Awareness,,"Consciousness of contextually and socially appropriate manner, such as by showing consideration and esteem when appropriate, or responding to the feelings of others. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_283,,asd:Class_284,"Consciousness of contextually and socially appropriate manner, such as by showing consideration and esteem when appropriate, or responding to the feelings of others. "
http://cbmi.med.harvard.edu/asdphenotype#Class_579,Using Language Appropriately,,"Using language according to the social conventions that govern conversational interactions, including being able to interpret speakers' intended meanings across a variety of social contexts.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_304,,asd:Class_579,"Using language according to the social conventions that govern conversational interactions, including being able to interpret speakers' intended meanings across a variety of social contexts."
http://cbmi.med.harvard.edu/asdphenotype#Class_549,Pregnancy Complications,,"Conditions or pathological processes associated with pregnancy. They can occur during or after pregnancy, and range from minor discomforts to serious diseases that require medical interventions. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_549,"Conditions or pathological processes associated with pregnancy. They can occur during or after pregnancy, and range from minor discomforts to serious diseases that require medical interventions. "
http://cbmi.med.harvard.edu/asdphenotype#Class_38,Metabolic Indications,,Abnormal processes that involve the physical and chemical processes that convert or use energy within the body.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_406,,asd:Class_38,Abnormal processes that involve the physical and chemical processes that convert or use energy within the body.
http://cbmi.med.harvard.edu/asdphenotype#Class_183,Task Completion,,Finishing a task.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_293,,asd:Class_183,Finishing a task.
http://cbmi.med.harvard.edu/asdphenotype#Class_82,Regard for Customs and Manners,,Recognizing and adhering to social conventions governing oneself and one's behavior in public and around others. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_66,,asd:Class_82,Recognizing and adhering to social conventions governing oneself and one's behavior in public and around others. 
http://cbmi.med.harvard.edu/asdphenotype#Class_35,Body Temperature Changes,,"Significant alterations in temperature of the human body, above or below 98.6 degrees Fahrenheit or 37 degrees Celsius when taken orally.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_406,,asd:Class_35,"Significant alterations in temperature of the human body, above or below 98.6 degrees Fahrenheit or 37 degrees Celsius when taken orally."
http://cbmi.med.harvard.edu/asdphenotype#Class_158,Cognitive Ability,,"General mental function required to understand and integrate the various mental functions, including all cognitive functions and their development over the life span.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_152,,asd:Class_158,"General mental function required to understand and integrate the various mental functions, including all cognitive functions and their development over the life span."
http://cbmi.med.harvard.edu/asdphenotype#Class_128,Apgar Score,,"A method to evaluate a newborn's adjustment to extrauterine life. Five items - heart rate, respiratory effort, muscle tone, reflex irritability, and color - are evaluated.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_385,,asd:Class_128,"A method to evaluate a newborn's adjustment to extrauterine life. Five items - heart rate, respiratory effort, muscle tone, reflex irritability, and color - are evaluated."
http://cbmi.med.harvard.edu/asdphenotype#Class_753,Motor Skills,,The performance of complex motor acts that involve the movement of muscles in the body.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_152,,asd:Class_753,The performance of complex motor acts that involve the movement of muscles in the body.
http://cbmi.med.harvard.edu/asdphenotype#Class_187,Relating to Others,,"Beginning and maintaining interactions with others for a short or long period of time, in a contextually and socially appropriate manner.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_60,,asd:Class_187,"Beginning and maintaining interactions with others for a short or long period of time, in a contextually and socially appropriate manner."
http://cbmi.med.harvard.edu/asdphenotype#Class_782,Schizophrenia and Disorders with Psychotic Features,,"Marked disorders of thought (delusions, hallucinations, or other thought disorder accompanied by disordered affect or behavior), and deterioration from a previous level of functioning.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_455,,asd:Class_782,"Marked disorders of thought (delusions, hallucinations, or other thought disorder accompanied by disordered affect or behavior), and deterioration from a previous level of functioning."
http://cbmi.med.harvard.edu/asdphenotype#Class_494,Neurodegenerative Diseases,,Hereditary and sporadic conditions which are characterized by progressive nervous system dysfunction. These disorders are often associated with atrophy of the affected central or peripheral nervous system structures.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_216,,asd:Class_494,Hereditary and sporadic conditions which are characterized by progressive nervous system dysfunction. These disorders are often associated with atrophy of the affected central or peripheral nervous system structures.
http://cbmi.med.harvard.edu/asdphenotype#Class_156,Language Ability,,The ability to use and comprehend the complex system of human communication. Individuals with autism spectrum disorder often have a range of receptive and expressive language impairments. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_152,,asd:Class_156,The ability to use and comprehend the complex system of human communication. Individuals with autism spectrum disorder often have a range of receptive and expressive language impairments. 
http://cbmi.med.harvard.edu/asdphenotype#Class_75,Prosody,,"The ability to produce the appropriate rhythm, stress, and intonation of speech. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_307,,asd:Class_75,"The ability to produce the appropriate rhythm, stress, and intonation of speech. "
http://cbmi.med.harvard.edu/asdphenotype#Class_126,Immoderate Behavior,,"The inability to control and appropriately manage intensity of behavior, including excessive silliness, laughing, and loudness.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_110,,asd:Class_126,"The inability to control and appropriately manage intensity of behavior, including excessive silliness, laughing, and loudness."
http://cbmi.med.harvard.edu/asdphenotype#Class_308,Fragile X Syndrome,,"A condition characterized genotypically by mutation of the distal end of the long arm of the X chromosome (at gene loci FRAXA or FRAXE) and phenotypically by cognitive impairment, hyperactivity, seizures, language delay, and enlargement of the ears, head, and testes. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_452,,asd:Class_308,"A condition characterized genotypically by mutation of the distal end of the long arm of the X chromosome (at gene loci FRAXA or FRAXE) and phenotypically by cognitive impairment, hyperactivity, seizures, language delay, and enlargement of the ears, head, and testes. "
http://cbmi.med.harvard.edu/asdphenotype#Class_368,Flexibility in Problem Solving,,"The ability to change strategies, or shift mental sets, when involved in problem-solving.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_529,,asd:Class_368,"The ability to change strategies, or shift mental sets, when involved in problem-solving."
http://cbmi.med.harvard.edu/asdphenotype#Class_283,Interpersonal Interactions,,The reciprocal interaction of two or more persons.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_153,,asd:Class_283,The reciprocal interaction of two or more persons.
http://cbmi.med.harvard.edu/asdphenotype#Class_92,Attention and Focus,,"The ability to focus on an external stimulus or internal experience for the required period of time, including intentionally focusing on specific stimuli, such as by filtering out distracting noises.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_270,,asd:Class_92,"The ability to focus on an external stimulus or internal experience for the required period of time, including intentionally focusing on specific stimuli, such as by filtering out distracting noises."
http://cbmi.med.harvard.edu/asdphenotype#Class_45,Regression of Language Skills,,Loss of language ability after some language has already been acquired.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_189,,asd:Class_45,Loss of language ability after some language has already been acquired.
http://cbmi.med.harvard.edu/asdphenotype#Class_253,Ability to Convey Information,,"The ability to understand and express a variety of types of information in conversation, including reporting of events, answering questions of others, and expressing one's own thoughts and feelings.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_15,,asd:Class_253,"The ability to understand and express a variety of types of information in conversation, including reporting of events, answering questions of others, and expressing one's own thoughts and feelings."
http://cbmi.med.harvard.edu/asdphenotype#Class_7,Substance Abuse During Pregnancy,,Being subject during pregnancy to substance use that could affect the development of the fetus and the well-being of the mother.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_386,,asd:Class_7,Being subject during pregnancy to substance use that could affect the development of the fetus and the well-being of the mother.
http://cbmi.med.harvard.edu/asdphenotype#Class_381,Celiac Disease,,"A malabsorption syndrome that is precipitated by the ingestion of gluten-containing foods, such as wheat, rye, and barley. It is characterized by inflammation of the small intestine, loss of microvilli structure, failed intestinal absorption, and malnutrition. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_527,,asd:Class_381,"A malabsorption syndrome that is precipitated by the ingestion of gluten-containing foods, such as wheat, rye, and barley. It is characterized by inflammation of the small intestine, loss of microvilli structure, failed intestinal absorption, and malnutrition. "
http://cbmi.med.harvard.edu/asdphenotype#Class_257,Empathy,,"An individual's objective and insightful awareness of the feelings and behavior of others, including demonstration of an awareness of and a concern for the good of others.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_284,,asd:Class_257,"An individual's objective and insightful awareness of the feelings and behavior of others, including demonstration of an awareness of and a concern for the good of others."
http://cbmi.med.harvard.edu/asdphenotype#Class_385,Perinatal History,,"Circumstances, procedures and processes associated with pregnancy and infancy, including procedures and processes such as labor and delivery, as well as complications that emerge prior to or immediately after birth.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_154,,asd:Class_385,"Circumstances, procedures and processes associated with pregnancy and infancy, including procedures and processes such as labor and delivery, as well as complications that emerge prior to or immediately after birth."
http://cbmi.med.harvard.edu/asdphenotype#Class_384,Substance Abuse,,"Overuse or misuse of a drug, alcohol, or tobacco.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_148,,asd:Class_384,"Overuse or misuse of a drug, alcohol, or tobacco."
http://cbmi.med.harvard.edu/asdphenotype#Class_468,Mood Disorders,,Those disorders that have a disturbance in mood as their predominant feature.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_455,,asd:Class_468,Those disorders that have a disturbance in mood as their predominant feature.
http://cbmi.med.harvard.edu/asdphenotype#Class_172,Head Injury,,"Traumatic injury involving the cranium and intracranial structures, including the brain, cranial nerves, or meninges.  ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_148,,asd:Class_172,"Traumatic injury involving the cranium and intracranial structures, including the brain, cranial nerves, or meninges.  "
http://cbmi.med.harvard.edu/asdphenotype#Class_256,Lethargy,,"A general state of sluggishness, listlessness, or tiredness, and having difficulty concentrating and doing simple tasks. ",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_111,,asd:Class_256,"A general state of sluggishness, listlessness, or tiredness, and having difficulty concentrating and doing simple tasks. "
http://cbmi.med.harvard.edu/asdphenotype#Class_497,Neurofibromatoses,,A group of disorders characterized by an autosomal dominant pattern of inheritance with high rates of spontaneous mutation and multiple neurofibromas or neurilemmomas. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_494,,asd:Class_497,A group of disorders characterized by an autosomal dominant pattern of inheritance with high rates of spontaneous mutation and multiple neurofibromas or neurilemmomas. 
http://cbmi.med.harvard.edu/asdphenotype#Class_17,Language Development,,The gradual expansion in complexity and meaning of symbols and sounds as perceived and interpreted by the individual through a maturational and learning process. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_189,,asd:Class_17,The gradual expansion in complexity and meaning of symbols and sounds as perceived and interpreted by the individual through a maturational and learning process. 
http://cbmi.med.harvard.edu/asdphenotype#Class_61,Imitation,,Mimicking or copying the movements of other individuals as a means of interaction and play as well as to learn by modeling the actions and behaviors of others.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_60,,asd:Class_61,Mimicking or copying the movements of other individuals as a means of interaction and play as well as to learn by modeling the actions and behaviors of others.
http://cbmi.med.harvard.edu/asdphenotype#Class_125,Reaction to Unexpected Change,,Response to changes in situations or surroundings.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_6,,asd:Class_125,Response to changes in situations or surroundings.
http://cbmi.med.harvard.edu/asdphenotype#Class_755,Visual Perception,,"Mental functions involved in discriminating shape, size, color and other ocular stimuli. Many individuals with autism spectrum disorder show superior perceptual skills relative to the general population.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_158,,asd:Class_755,"Mental functions involved in discriminating shape, size, color and other ocular stimuli. Many individuals with autism spectrum disorder show superior perceptual skills relative to the general population."
http://cbmi.med.harvard.edu/asdphenotype#Class_467,Autistic Disorder,,A disorder beginning in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_163,,asd:Class_467,A disorder beginning in childhood. It is marked by the presence of markedly abnormal or impaired development in social interaction and communication and a markedly restricted repertoire of activity and interest. 
http://cbmi.med.harvard.edu/asdphenotype#Class_437,Mumps,,"An acute infectious disease caused by rubulavirus, spread by direct contact, airborne droplet nuclei, fomites contaminated by infectious saliva, and perhaps urine, and usually seen in children under the age of 15, although adults may also be affected.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_422,,asd:Class_437,"An acute infectious disease caused by rubulavirus, spread by direct contact, airborne droplet nuclei, fomites contaminated by infectious saliva, and perhaps urine, and usually seen in children under the age of 15, although adults may also be affected."
http://cbmi.med.harvard.edu/asdphenotype#Class_534,Sensitivity to Conversant,,"Observant of other participant in conversation, such as recognizing if other participant appears bored, not changing the topic of conversation if others are not interested, and not interrupting others in conversation.",false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_15,,asd:Class_534,"Observant of other participant in conversation, such as recognizing if other participant appears bored, not changing the topic of conversation if others are not interested, and not interrupting others in conversation."
http://cbmi.med.harvard.edu/asdphenotype#Class_226,Form Perception,,The sensory discrimination of a pattern shape or outline.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_755,,asd:Class_226,The sensory discrimination of a pattern shape or outline.
http://cbmi.med.harvard.edu/asdphenotype#Class_677,Pain,,Physical suffering or discomfort. ,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_665,,asd:Class_677,Physical suffering or discomfort. 
http://cbmi.med.harvard.edu/asdphenotype#Class_538,Adaptive Life Skills,,Everyday skills that are needed at home and in the community.,false,,,http://cbmi.med.harvard.edu/asdphenotype#Class_153,,asd:Class_538,Everyday skills that are needed at home and in the community.
