Class ID,Preferred Label,Synonyms,Definitions,Obsolete,CUI,Semantic Types,Parents,database_cross_reference,definition,has_alternative_id,has_exact_synonym,has_obo_format_version,has_obo_namespace,has_related_synonym,http://data.bioontology.org/metadata/prefixIRI,http://purl.org/dc/elements/1.1/description,http://purl.org/dc/elements/1.1/title,http://purl.org/dc/terms/license,http://www.geneontology.org/formats/oboInOwl#auto-generated-by,http://www.geneontology.org/formats/oboInOwl#created_by,http://www.geneontology.org/formats/oboInOwl#creation_date,http://www.geneontology.org/formats/oboInOwl#date,http://www.geneontology.org/formats/oboInOwl#default-namespace,http://www.geneontology.org/formats/oboInOwl#id,http://www.geneontology.org/formats/oboInOwl#saved-by,http://www.w3.org/2000/01/rdf-schema#comment,http://www.w3.org/2000/01/rdf-schema#label,http://www.w3.org/2002/07/owl#deprecated,http://www.w3.org/2004/02/skos/core#notation,part_of
http://purl.obolibrary.org/obo/SYMP_0000379,severe myalgia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019161,,,,,,symptoms,,,,,,,,,,,SYMP:0000379,,,severe myalgia,,SYMP:0000379,
http://purl.obolibrary.org/obo/SYMP_0000396,mydriasis,excessive pupil dilation|prolonged pupil dilation,,false,,,http://purl.obolibrary.org/obo/SYMP_0000254,,,,excessive pupil dilation|prolonged pupil dilation,,symptoms,,,,,,,,,,,SYMP:0000396,,,mydriasis,,SYMP:0000396,
http://purl.obolibrary.org/obo/SYMP_0000369,ptosis,droopiness,Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.|doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,Ptosis is a general symptom characterized by a sagging or prolapse of an organ or part.,,droopiness,,symptoms,,,,,,,,,,,SYMP:0000369,,doid/symp duplicate,ptosis,,SYMP:0000369,
http://purl.obolibrary.org/obo/SYMP_0000839,acute pain,,Acute pain is a pain that is severe but lasts a relatively short time.,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,Acute pain is a pain that is severe but lasts a relatively short time.,,,,symptoms,,,,,,,,,,,SYMP:0000839,,,acute pain,,SYMP:0000839,
http://purl.obolibrary.org/obo/SYMP_0000856,subjective vertigo,,Subjective vertigo is a vertigo characterized by a sensation that one's body is revolving in space.,false,,,http://purl.obolibrary.org/obo/SYMP_0000399,,Subjective vertigo is a vertigo characterized by a sensation that one's body is revolving in space.,,,,symptoms,,,,,,,,,,,SYMP:0000856,,,subjective vertigo,,SYMP:0000856,
http://purl.obolibrary.org/obo/SYMP_0000052,hyperemic liver,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000052,,,hyperemic liver,true,SYMP:0000052,
http://purl.obolibrary.org/obo/SYMP_0000035,fragile bones,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000035,,,fragile bones,true,SYMP:0000035,
http://purl.obolibrary.org/obo/SYMP_0000522,feeding difficulties and mismanagement,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000473,ICD9CM_2005:783.3|UMLS_CUI:C0699815|UMLS_ICD9CM_2005_AUI:A0284167|SyOID:15564,,,,,symptoms,,,,,,,,,,,SYMP:0000522,,,feeding difficulties and mismanagement,,SYMP:0000522,
http://purl.obolibrary.org/obo/SYMP_0000632,hip pain,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000064,,,,,,symptoms,,,,,,,,,,,SYMP:0000632,,,hip pain,,SYMP:0000632,
http://purl.obolibrary.org/obo/SYMP_0019177,fatigue,,"Fatigue is a neurological and physiological symptom characterized by a weariness or exhaustion from labor, exertion, or stress.",false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,"Fatigue is a neurological and physiological symptom characterized by a weariness or exhaustion from labor, exertion, or stress.",,,,symptoms,,,,,,,,,,,SYMP:0019177,,,fatigue,,SYMP:0019177,
http://purl.obolibrary.org/obo/SYMP_0000747,extreme prostration,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000116,,,,,,symptoms,,,,,,,,,,,SYMP:0000747,,,extreme prostration,,SYMP:0000747,
http://purl.obolibrary.org/obo/SYMP_0000764,retrobulbar pain,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000099,,,,,,symptoms,,,,,,,,,,,SYMP:0000764,,,retrobulbar pain,,SYMP:0000764,
http://purl.obolibrary.org/obo/SYMP_0000167,vascular necrosis,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000167,,,vascular necrosis,true,SYMP:0000167,
http://purl.obolibrary.org/obo/SYMP_0000277,excess salivation,profuse salivation,,false,,,http://purl.obolibrary.org/obo/SYMP_0000373,,,,profuse salivation,,symptoms,,,,,,,,,,,SYMP:0000277,,,excess salivation,,SYMP:0000277,
http://purl.obolibrary.org/obo/SYMP_0000413,catatonia,,"Catatonia is a neurological and physiological symptom characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders).",false,,,http://purl.obolibrary.org/obo/SYMP_0000410,,"Catatonia is a neurological and physiological symptom characterized by a marked psychomotor disturbance that may involve stupor or mutism, negativism, rigidity, purposeless excitement, echolalia, echopraxia, and inappropriate or bizarre posturing and is associated with various medical conditions (as schizophrenia and mood disorders).",,,,symptoms,,,,,,,,,,,SYMP:0000413,,,catatonia,,SYMP:0000413,
http://purl.obolibrary.org/obo/SYMP_0000430,pleuritic chest pain,,Pleuritic chest pain is a chest pain caused by an inflammation of the pleural cavity with a sharp pain resulting from the exansion of the lungs as the inflammed pleural layers rub against each other.,false,,,http://purl.obolibrary.org/obo/SYMP_0000576,,Pleuritic chest pain is a chest pain caused by an inflammation of the pleural cavity with a sharp pain resulting from the exansion of the lungs as the inflammed pleural layers rub against each other.,,,,symptoms,,,,,,,,,,,SYMP:0000430,,,pleuritic chest pain,,SYMP:0000430,
http://purl.obolibrary.org/obo/SYMP_0000540,painful respiration,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,SyOID:18046|ICD9CM_2005:786.52|UMLS_ICD9CM_2005_AUI:A0243833|UMLS_CUI:C0423729,,,,,symptoms,,,,,,,,,,,SYMP:0000540,,,painful respiration,,SYMP:0000540,
http://purl.obolibrary.org/obo/SYMP_0000523,anorexia,,"Anorexia is a nutrition, metabolism, and development symptom characterized by a loss of appetite especially when prolonged.",false,,,http://purl.obolibrary.org/obo/SYMP_0000473,ICD9CM_2005:783.0|UMLS_ICD9CM_2005_AUI:A0024378|UMLS_CUI:C0003123|SyOID:15566,"Anorexia is a nutrition, metabolism, and development symptom characterized by a loss of appetite especially when prolonged.",,,,symptoms,,,,,,,,,,,SYMP:0000523,,,anorexia,,SYMP:0000523,
http://purl.obolibrary.org/obo/SYMP_0000070,lesions in myocardium,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,symptoms,,,,,,,,,,,SYMP:0000070,,,lesions in myocardium,,SYMP:0000070,
http://purl.obolibrary.org/obo/SYMP_0000499,right upper quadrant abdominal tenderness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000484,ICD9CM_2005:789.61|SyOID:13994|UMLS_ICD9CM_2005_AUI:A0637160|UMLS_CUI:C0238571,,,,,symptoms,,,,,,,,,,,SYMP:0000499,,,right upper quadrant abdominal tenderness,,SYMP:0000499,
http://purl.obolibrary.org/obo/SYMP_0000292,heart failure,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,symptoms,,,,,,,,,,,SYMP:0000292,,,heart failure,,SYMP:0000292,
http://purl.obolibrary.org/obo/SYMP_0000182,bubo,buboes,,false,,,http://purl.obolibrary.org/obo/SYMP_0019155,,,,buboes,,symptoms,,,,,,,,,,,SYMP:0000182,,,bubo,,SYMP:0000182,
http://purl.obolibrary.org/obo/SYMP_0000072,lesions in spleen,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000072,,,lesions in spleen,true,SYMP:0000072,
http://purl.obolibrary.org/obo/SYMP_0000766,slow pulse,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000766,,,slow pulse,,SYMP:0000766,
http://purl.obolibrary.org/obo/SYMP_0000893,hypotensive,,"A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.",false,,,http://purl.obolibrary.org/obo/SYMP_0000692,,"A low blood pressure characterized by or due to abnormally low blood pressure, especially in the arteries of the systemic circulation.",,,,symptoms,,,,,,,lschriml,2011-11-17T12:20:22Z,,,SYMP:0000893,,,hypotensive,,SYMP:0000893,
http://purl.obolibrary.org/obo/SYMP_0000876,pericardial effusion,,Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.|doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,Pericardial effusion is a cardiovascular system symptom where there is an abnormal accumulation of fluid in the pericardial cavity.,,,,symptoms,,,,,,,,,,,SYMP:0000876,,doid/symp duplicate,pericardial effusion,,SYMP:0000876,
http://purl.obolibrary.org/obo/SYMP_0000636,maculopapular rash,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000487,,,,,,symptoms,,,,,,,,,,,SYMP:0000636,,,maculopapular rash,,SYMP:0000636,
http://purl.obolibrary.org/obo/SYMP_0000619,tetany,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,SyOID:9668|UMLS_ICD9CM_2005_AUI:A0124526|UMLS_CUI:C0039621|ICD9CM_2005:781.7,,,,,symptoms,,,,,,,,,,,SYMP:0000619,,,tetany,,SYMP:0000619,
http://purl.obolibrary.org/obo/SYMP_0000187,tiredness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019177,,,,,,symptoms,,,,,,,,,,,SYMP:0000187,,,tiredness,,SYMP:0000187,
http://purl.obolibrary.org/obo/SYMP_0000784,epigastric pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,symptoms,,,,,,,,,,,SYMP:0000784,,,epigastric pelvic mass,,SYMP:0000784,
http://purl.obolibrary.org/obo/SYMP_0000417,pupil symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000417,,,pupil symptom,,SYMP:0000417,
http://purl.obolibrary.org/obo/SYMP_0000544,transient paralysis of limb,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000030,SyOID:18493|UMLS_CUI:C0159034|ICD9CM_2005:781.4|UMLS_ICD9CM_2005_AUI:A0284133,,,,,symptoms,,,,,,,,,,,SYMP:0000544,,,transient paralysis of limb,,SYMP:0000544,
http://purl.obolibrary.org/obo/SYMP_0000527,undiagnosed cardiac murmur,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,UMLS_CUI:C0375546|ICD9CM_2005:785.2|UMLS_ICD9CM_2005_AUI:A0813487|SyOID:16495,,,,,symptoms,,,,,,,,,,,SYMP:0000527,,,undiagnosed cardiac murmur,,SYMP:0000527,
http://purl.obolibrary.org/obo/SYMP_0000637,opisthotonus,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000183,,,,,,symptoms,,,,,,,,,,,SYMP:0000637,,,opisthotonus,,SYMP:0000637,
http://purl.obolibrary.org/obo/SYMP_0000654,irritability,Inconsolability,"A behavioral symptom characterized by a quick excitability to annoyance, impatience, or anger.",false,,,http://purl.obolibrary.org/obo/SYMP_0019182,,"A behavioral symptom characterized by a quick excitability to annoyance, impatience, or anger.",,Inconsolability,,symptoms,,,,,,,,,,,SYMP:0000654,,,irritability,,SYMP:0000654,
http://purl.obolibrary.org/obo/SYMP_0000057,hyperplastic alveolar nodules,han,,true,,,,,,,han,,symptoms,,,,,,,,,,,SYMP:0000057,,,hyperplastic alveolar nodules,true,SYMP:0000057,
http://purl.obolibrary.org/obo/SYMP_0000210,photophobia,light intolerance,,false,,,http://purl.obolibrary.org/obo/SYMP_0019165,,,,light intolerance,,symptoms,,,,,,,,,,,SYMP:0000210,,,photophobia,,SYMP:0000210,
http://purl.obolibrary.org/obo/SYMP_0000303,hypoxemia,hypoxaemia,,false,,,http://purl.obolibrary.org/obo/SYMP_0019139,,,,hypoxaemia,,symptoms,,,,,,,,,,,SYMP:0000303,,,hypoxemia,,SYMP:0000303,
http://purl.obolibrary.org/obo/SYMP_0000320,vision symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000320,,,vision symptom,,SYMP:0000320,
http://purl.obolibrary.org/obo/SYMP_0000434,urticaria,nettle rash|hives|uredo,"Urticaria is a skin and integumentary tissue symptom characterized 
by raised red skin wheals (welts) commonly caused by an allergic reaction with wheals that may vary in size from about 5 mm (0.2 inches) in diameter to the size of a dinner plate that are described as severely itchy a stingnig or burning sensation, and having a pale border.|doid/symp duplicate",false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,"Urticaria is a skin and integumentary tissue symptom characterized 
by raised red skin wheals (welts) commonly caused by an allergic reaction with wheals that may vary in size from about 5 mm (0.2 inches) in diameter to the size of a dinner plate that are described as severely itchy a stingnig or burning sensation, and having a pale border.",,nettle rash|hives|uredo,,symptoms,,,,,,,,,,,SYMP:0000434,,doid/symp duplicate,urticaria,,SYMP:0000434,
http://purl.obolibrary.org/obo/SYMP_0000296,hepatic dysfunction,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000180,,,,,,symptoms,,,,,,,,,,,SYMP:0000296,,,hepatic dysfunction,,SYMP:0000296,
http://purl.obolibrary.org/obo/SYMP_0000279,extreme exhaustion,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000186,,,,,,symptoms,,,,,,,,,,,SYMP:0000279,,,extreme exhaustion,,SYMP:0000279,
http://purl.obolibrary.org/obo/SYMP_0000389,stupor,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000482,,,,,,symptoms,,,,,,,,,,,SYMP:0000389,,,stupor,,SYMP:0000389,
http://purl.obolibrary.org/obo/SYMP_0000100,lesions in pancreas,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,,,symptoms,,,,,,,,,,,SYMP:0000100,,,lesions in pancreas,,SYMP:0000100,
http://purl.obolibrary.org/obo/SYMP_0000201,acute meningoencephalitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000089,,,,,,symptoms,,,,,,,,,,,SYMP:0000201,,,acute meningoencephalitis,,SYMP:0000201,
http://purl.obolibrary.org/obo/SYMP_0000287,arrhythmia,heart rhythm symptom|abnormal heart rhythm|dysrhythmia|abnormal heart beat|fluctuation of heart rate,Arrhythmia is a cardiovascular system symptom consisting of an alteration in rhythm of the heartbeat either in time or force.,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,Arrhythmia is a cardiovascular system symptom consisting of an alteration in rhythm of the heartbeat either in time or force.,SYMP:0000288|SYMP:0000667|SYMP:0000668,heart rhythm symptom|abnormal heart rhythm|dysrhythmia|abnormal heart beat,,symptoms,fluctuation of heart rate,,,,,,,,,,SYMP:0000287,,,arrhythmia,,SYMP:0000287,
http://purl.obolibrary.org/obo/SYMP_0000397,unreactive mydriasis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000396,,,,,,symptoms,,,,,,,,,,,SYMP:0000397,,,unreactive mydriasis,,SYMP:0000397,
http://purl.obolibrary.org/obo/SYMP_0000177,weakness,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,,,,,symptoms,,,,,,,,,,,SYMP:0000177,,,weakness,,SYMP:0000177,
http://purl.obolibrary.org/obo/SYMP_0000063,intestinal hemorrhage,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,,,symptoms,,,,,,,,,,,SYMP:0000063,,,intestinal hemorrhage,,SYMP:0000063,
http://purl.obolibrary.org/obo/SYMP_0000080,loss of coordination,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000080,,,loss of coordination,true,SYMP:0000080,
http://purl.obolibrary.org/obo/SYMP_0000757,mild conjunctivitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000128,,,,,,symptoms,,,,,,,,,,,SYMP:0000757,,,mild conjunctivitis,,SYMP:0000757,
http://purl.obolibrary.org/obo/SYMP_0000774,generalized pelvic lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000773,,,,,,symptoms,,,,,,,,,,,SYMP:0000774,,,generalized pelvic lump,,SYMP:0000774,
http://purl.obolibrary.org/obo/SYMP_0000867,gastrointestinal bleeding,,"A digestive system symptom characterized by bleeding from one or more of the areas of the digestive or gastrointestinal (GI) tract that includes the espophagus, stomach, small intestine, large intestine or colon, rectum and anus.",false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,"A digestive system symptom characterized by bleeding from one or more of the areas of the digestive or gastrointestinal (GI) tract that includes the espophagus, stomach, small intestine, large intestine or colon, rectum and anus.",,,,symptoms,,,,,,,,,,,SYMP:0000867,,,gastrointestinal bleeding,,SYMP:0000867,
http://purl.obolibrary.org/obo/SYMP_0000440,hair loss,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,,,,,symptoms,,,,,,,,,,,SYMP:0000440,,,hair loss,,SYMP:0000440,
http://purl.obolibrary.org/obo/SYMP_0000550,clubbing of fingers,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000891,SyOID:18866|UMLS_ICD9CM_2005_AUI:A0284139|UMLS_CUI:C0009080|ICD9CM_2005:781.5,,,,,symptoms,,,,,,,,,,,SYMP:0000550,,,clubbing of fingers,,SYMP:0000550,
http://purl.obolibrary.org/obo/SYMP_0000660,purpuric rash,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000487,,,,,,symptoms,,,,,,,,,,,SYMP:0000660,,,purpuric rash,,SYMP:0000660,
http://purl.obolibrary.org/obo/SYMP_0000517,hemoptysis,haemoptysis|coughing up of blood|expectoration of blood-stained sputum|expectoration of blood,Hemoptysis is a respiratory system and chest symptom characterized by an expectoration of blood from some part of the respiratory tract.,false,,,http://purl.obolibrary.org/obo/SYMP_0000514,UMLS_ICD9CM_2005_AUI:A0067232|ICD9CM_2005:786.3|UMLS_CUI:C0019079|SyOID:15073,Hemoptysis is a respiratory system and chest symptom characterized by an expectoration of blood from some part of the respiratory tract.,,haemoptysis|coughing up of blood|expectoration of blood-stained sputum|expectoration of blood,,symptoms,,,,,,,,,,,SYMP:0000517,,,hemoptysis,,SYMP:0000517,
http://purl.obolibrary.org/obo/SYMP_0000627,disturbed vision,disturbance of vision,,false,,,http://purl.obolibrary.org/obo/SYMP_0000628,,,,disturbance of vision,,symptoms,,,,,,,,,,,SYMP:0000627,,,disturbed vision,,SYMP:0000627,
http://purl.obolibrary.org/obo/SYMP_0000310,inflamed eyes,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000310,,,inflamed eyes,,SYMP:0000310,
http://purl.obolibrary.org/obo/SYMP_0000200,acute arthritis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0019169,,,,,,symptoms,,,,,,,,,,,SYMP:0000200,,,acute arthritis,,SYMP:0000200,
http://purl.obolibrary.org/obo/SYMP_0000071,lesions in respiratory tract,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000071,,,lesions in respiratory tract,true,SYMP:0000071,
http://purl.obolibrary.org/obo/SYMP_0000054,hypergammaglobulinemia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000528,,,,,,symptoms,,,,,,,,,,,SYMP:0000054,,,hypergammaglobulinemia,,SYMP:0000054,
http://purl.obolibrary.org/obo/SYMP_0000431,sputum,sputum production,"A respiratory system symptom consisting of the matter discharged from the air passages in diseases of the lungs, bronchi, or upper respiratory tract that contains mucus and often pus, blood, fibrin, or bacterial products.",false,,,http://purl.obolibrary.org/obo/SYMP_0000514,,"A respiratory system symptom consisting of the matter discharged from the air passages in diseases of the lungs, bronchi, or upper respiratory tract that contains mucus and often pus, blood, fibrin, or bacterial products.",,sputum production,,symptoms,,,,,,,,,,,SYMP:0000431,,,sputum,,SYMP:0000431,
http://purl.obolibrary.org/obo/SYMP_0000541,periumbilic abdominal swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000478,UMLS_ICD9CM_2005_AUI:A0637126|UMLS_CUI:C0375561|ICD9CM_2005:789.35|SyOID:18240,,,,,symptoms,,,,,,,,,,,SYMP:0000541,,,periumbilic abdominal swelling,,SYMP:0000541,
http://purl.obolibrary.org/obo/SYMP_0000387,head symptom,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000597,,,,,,symptoms,,,,,,,,,,,SYMP:0000387,,,head symptom,,SYMP:0000387,
http://purl.obolibrary.org/obo/SYMP_0000301,hypopyon,,doid/symp duplicate,false,,,http://purl.obolibrary.org/obo/SYMP_0019163,,,,,,symptoms,,,,,,,,,,,SYMP:0000301,,doid/symp duplicate,hypopyon,,SYMP:0000301,
http://purl.obolibrary.org/obo/SYMP_0000857,objective vertigo,,Objective vertigo is a vertigo characterized by a sensation that the external world is revolving.,false,,,http://purl.obolibrary.org/obo/SYMP_0000399,,Objective vertigo is a vertigo characterized by a sensation that the external world is revolving.,,,,symptoms,,,,,,,,,,,SYMP:0000857,,,objective vertigo,,SYMP:0000857,
http://purl.obolibrary.org/obo/SYMP_0000874,hematoma,,"Hematoma is a skin and integumentary tissue symptom characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.",false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,"Hematoma is a skin and integumentary tissue symptom characterized by a mass of usually clotted blood that forms in a tissue, organ, or body space as a result of a broken blood vessel generally the result of hemorrhage, or more specifically, internal bleeding.",,,,symptoms,,,,,,,,,,,SYMP:0000874,,,hematoma,,SYMP:0000874,
http://purl.obolibrary.org/obo/SYMP_0000650,thick white exudate on tongue,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000386,,,,,,symptoms,,,,,,,,,,,SYMP:0000650,,,thick white exudate on tongue,,SYMP:0000650,
http://purl.obolibrary.org/obo/SYMP_0000053,hyperemic spleen,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000053,,,hyperemic spleen,true,SYMP:0000053,
http://purl.obolibrary.org/obo/SYMP_0000044,hemorrhagic thoracic lymphadenitis,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000044,,,hemorrhagic thoracic lymphadenitis,true,SYMP:0000044,
http://purl.obolibrary.org/obo/SYMP_0000061,inflammation,,"Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.",false,,,http://purl.obolibrary.org/obo/SYMP_0000567,,"Inflammation is a general symptom where there is a local response to cellular injury that is marked by capillary dilatation, leukocytic infiltration, redness, heat, pain, swelling, and often loss of function and that serves as a mechanism initiating the elimination of noxious agents and of damaged tissue.",,,,symptoms,,,,,,,,,,,SYMP:0000061,,,inflammation,,SYMP:0000061,
http://purl.obolibrary.org/obo/SYMP_0000421,hematochezia,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000146,,,,,,symptoms,,,,,,,,,,,SYMP:0000421,,,hematochezia,,SYMP:0000421,
http://purl.obolibrary.org/obo/SYMP_0000531,splenomegaly,esplenomegaly,,false,,,http://purl.obolibrary.org/obo/SYMP_0000158,ICD9CM_2005:789.2|UMLS_ICD9CM_2005_AUI:A0118748|UMLS_CUI:C0038002|SyOID:16646,,,esplenomegaly,,symptoms,,,,,,,,,,,SYMP:0000531,,,splenomegaly,,SYMP:0000531,
http://purl.obolibrary.org/obo/SYMP_0000641,renal involvement,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000486,,,,,,symptoms,,,,,,,,,,,SYMP:0000641,,,renal involvement,,SYMP:0000641,
http://purl.obolibrary.org/obo/SYMP_0000545,multiple sites abdominal swelling,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000478,UMLS_CUI:C0375564|UMLS_ICD9CM_2005_AUI:A0637125|SyOID:18579|ICD9CM_2005:789.39,,,,,symptoms,,,,,,,,,,,SYMP:0000545,,,multiple sites abdominal swelling,,SYMP:0000545,
http://purl.obolibrary.org/obo/SYMP_0000418,contracted pupil,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000417,,,,,,symptoms,,,,,,,,,,,SYMP:0000418,,,contracted pupil,,SYMP:0000418,
http://purl.obolibrary.org/obo/SYMP_0000435,paresthesia,,"Paresthesia is a skin and integumentary tissue symptom characterized as a sensation of pricking, tingling, or creeping on the skin having no objective cause and usually associated with injury or irritation of a sensory nerve or nerve root.",false,,,http://purl.obolibrary.org/obo/SYMP_0000488,,"Paresthesia is a skin and integumentary tissue symptom characterized as a sensation of pricking, tingling, or creeping on the skin having no objective cause and usually associated with injury or irritation of a sensory nerve or nerve root.",,,,symptoms,,,,,,,,,,,SYMP:0000435,,,paresthesia,,SYMP:0000435,
http://purl.obolibrary.org/obo/SYMP_0000191,hemistanding,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000191,,,hemistanding,true,SYMP:0000191,
http://purl.obolibrary.org/obo/SYMP_0000788,multiple sites pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,symptoms,,,,,,,,,,,SYMP:0000788,,,multiple sites pelvic mass,,SYMP:0000788,
http://purl.obolibrary.org/obo/SYMP_0000898,cardiac fibrillation,,"An arrhythmia characterized by rapid, irregular, and unsynchronized contraction of muscle fibers within the heart.",false,,,http://purl.obolibrary.org/obo/SYMP_0000287,,"An arrhythmia characterized by rapid, irregular, and unsynchronized contraction of muscle fibers within the heart.",,,,symptoms,,,,,,,,,,,SYMP:0000898,,,cardiac fibrillation,,SYMP:0000898,
http://purl.obolibrary.org/obo/SYMP_0000081,low grade fever,,,true,,,,,,,,,symptoms,,,,,,,,,,,SYMP:0000081,,,low grade fever,true,SYMP:0000081,
http://purl.obolibrary.org/obo/SYMP_0000311,intestinal hypermotility,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,,,symptoms,,,,,,,,,,,SYMP:0000311,,,intestinal hypermotility,,SYMP:0000311,
http://purl.obolibrary.org/obo/SYMP_0000789,right lower quadrant pelvic mass,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000772,,,,,,symptoms,,,,,,,,,,,SYMP:0000789,,,right lower quadrant pelvic mass,,SYMP:0000789,
http://purl.obolibrary.org/obo/SYMP_0000472,early satiety,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000473,UMLS_ICD9CM_2005_AUI:A2797496|UMLS_CUI:C0239233|ICD9CM_2005:780.94|SyOID:12427,,,,,symptoms,,,,,,,,,,,SYMP:0000472,,,early satiety,,SYMP:0000472,
http://purl.obolibrary.org/obo/SYMP_0000308,inability to swallow,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000385,,,,,,symptoms,,,,,,,,,,,SYMP:0000308,,,inability to swallow,,SYMP:0000308,
http://purl.obolibrary.org/obo/SYMP_0000325,mild bronchitis,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000324,,,,,,symptoms,,,,,,,,,,,SYMP:0000325,,,mild bronchitis,,SYMP:0000325,
http://purl.obolibrary.org/obo/SYMP_0000702,distended loops of intestines on rectal,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000459,,,,,,symptoms,,,,,,,,,,,SYMP:0000702,,,distended loops of intestines on rectal,,SYMP:0000702,
http://purl.obolibrary.org/obo/SYMP_0000812,right lower quadrant abdominal lump,,,false,,,http://purl.obolibrary.org/obo/SYMP_0000799,,,,,,symptoms,,,,,,,,,,,SYMP:0000812,,,right lower quadrant abdominal lump,,SYMP:0000812,
