head_id,head_name,relation,tail_id,tail_name
D019980,combination of amoxicillin and clavulanic acid,CID,D056486,hepatitis
D019980,combination of amoxicillin and clavulanic acid,CID,D006099,granulomas
D019980,combination of amoxicillin and clavulanic acid,CID,D002779,cholestasis
D003042,cocaine,CID,D017542,ruptured aneurysms
D020888,gamma-vinyl GABA,CID,D004832,absence seizures
D002220,carbamazepine,CID,D004832,absence seizures
D011342,Procainamide,CID,D017180,ventricular tachycardia
D010656,Phenylephrine,CID,D006973,hyper- or hypotension
D015073,2-acetylaminofluorene,CID,D011230,initiation induced by carcinogens
D001564,benzo[a]-pyrene,CID,D011230,initiation induced by carcinogens
D002251,carbon tetrachloride,CID,D011230,initiation induced by carcinogens
D001374,5-azacytidine,CID,D011230,initiation induced by carcinogens
D019813,"1,2-dimethylhydrazine",CID,D011230,initiation induced by carcinogens
D008770,N-methyl-N-nitrosourea,CID,D011230,initiation induced by carcinogens
D018967,risperidone,CID,D001480,axonal damage
D018967,risperidone,CID,D013375,withdrawal symptoms
D014700,verapamil,CID,D009203,myocardial infarction
D008727,Methotrexate,CID,D010291,transient hemiparesis
D008727,Methotrexate,CID,D009503,neutropenia
D008727,Methotrexate,CID,D012640,seizures
D008727,Methotrexate,CID,D052016,mucositis
D002220,carbamazepine,CID,D051437,renal failure
D002220,carbamazepine,CID,D003873,erythroderma
D002220,carbamazepine,CID,D007955,leukemoid reaction
D002220,carbamazepine,CID,D004342,allergic reactions
D002220,carbamazepine,CID,D007010,hyponatremia
D004280,dobutamine,CID,D017202,myocardial ischemia
D000082,paracetamol,CID,D056486,hepatitis
D000082,paracetamol,CID,D017093,hepatic failure
D003042,cocaine,CID,D002637,chest pain
D000638,amiodarone,CID,D058186,acute renal failure
C413408,atazanavir,CID,D058186,acute renal failure
D019821,statin,CID,D012206,rhabdomyolysis
D019821,statin,CID,D058186,acute renal failure
D000638,amiodarone,CID,D012206,rhabdomyolysis
C413408,atazanavir,CID,D012206,rhabdomyolysis
C030852,vinorelbine,CID,D000380,agranulocytosis
C030852,vinorelbine,CID,D010523,Diseases of peripheral nerves
D002945,Cisplatin,CID,D009503,neutropenia
D017239,paclitaxel,CID,D013921,HITT
D017239,paclitaxel,CID,D009503,neutropenia
D002945,Cisplatin,CID,D013921,HITT
C016986,aponidine hydrochloride,CID,D015814,ocular hypotensive
C016986,aponidine hydrochloride,CID,D015878,mydriasis
C016986,aponidine hydrochloride,CID,D004774,entropion
C016986,aponidine hydrochloride,CID,D003316,corneal abrasion
C016986,aponidine hydrochloride,CID,D003229,Conjunctival blanching
C017367,Carmofur,CID,D056784,leukoencephalopathy
C017367,Carmofur,CID,D019965,organic mental disorder
D008801,mexiletine,CID,D014202,tremor
D008801,mexiletine,CID,D012817,gastrointestinal symptoms
D004837,epinephrine,CID,D013345,subarachnoid hemorrhage
D004837,epinephrine,CID,D006323,cardiac asystole
D008972,molindone,CID,D012206,rhabdomyolysis
D008972,molindone,CID,D058186,acute renal failure
D014700,verapamil,CID,D018376,Cardiovascular alterations
D009543,nifedipine,CID,D018376,Cardiovascular alterations
D020748,Ro 40-5967,CID,D018376,Cardiovascular alterations
D006513,hepatitis B virus e antigen,CID,D006509,hepatitis B virus (HBV) infected
D008012,Lidocaine,CID,D012640,seizures
D005839,gentamicin,CID,D051437,renal failure
D014031,tobramycin,CID,D051437,renal failure
D003891,desipramine,CID,D009325,nausea
C476217,cinacalcet HCl,CID,D006261,headache
D003891,desipramine,CID,D006261,headache
C476217,cinacalcet HCl,CID,D009325,nausea
D010248,paramethasone,CID,D014581,urticaria
D003907,RD,CID,D003231,conjunctivitis
D003907,RD,CID,D014581,urticaria
D010248,paramethasone,CID,D003231,conjunctivitis
D014635,valproic acid,CID,D001855,myelosuppression
D014635,valproic acid,CID,D010195,pancreatitis
D014635,valproic acid,CID,D056486,hepatitis
D014635,valproic acid,CID,D003244,impaired consciousness
D008795,metronidazole,CID,D006463,hemolytic uremic syndrome
D000617,aminoglycosides,CID,D006319,neurosensorial hearing loss
D005665,furosemide,CID,D006319,neurosensorial hearing loss
D002927,cimetidine,CID,D003221,Confusion
D004997,ethinyl estradiol,CID,D002780,intrahepatic cholestasis
D000806,ACE inhibitors,CID,D007022,hyper- or hypotension
D011224,Prazosin,CID,D007022,hyper- or hypotension
D015215,zidovudine,CID,D000740,anemia
D014700,verapamil,CID,D001919,tachy- or bradycardia
D000666,amphotericin,CID,D007674,nephropathy
D008795,metronidazole,CID,D001927,encephalopathy
D009020,morphine,CID,D020182,central apnoea
D009020,morphine,CID,D020181,obstructive sleep apnea syndrome
D009020,morphine,CID,D018879,premature ventricular contractions
D010672,phenytoin,CID,D062787,overdosage
D016559,tacrolimus,CID,D010146,pain
D016559,tacrolimus,CID,D004487,swelling
D016559,tacrolimus,CID,D001855,myelosuppression
D016572,cyclosporin,CID,D001855,myelosuppression
D016572,cyclosporin,CID,D004487,swelling
D016572,cyclosporin,CID,D010146,pain
D015742,propofol,CID,D013610,tachy- or bradycardia
D004809,ephedrine,CID,D013610,tachy- or bradycardia
D007464,clioquinol,CID,D001927,encephalopathy
D007464,clioquinol,CID,D014786,audiovisual toxicity
D007464,clioquinol,CID,D010523,Diseases of peripheral nerves
D007464,clioquinol,CID,D009896,optic atrophy
D007464,clioquinol,CID,D013118,cord damage
D014148,tranexamic acid,CID,D012640,seizures
D013395,sucrose,CID,D006948,hyper- or dyskinetic
D010396,D-penicillamine,CID,D001018,angiopathy
D003630,daunorubicin,CID,D006333,heart failure
D013449,Sulfonamides,CID,D006548,diaphragmatic hernia
D013449,Sulfonamides,CID,D018636,hypoplastic left heart syndrome
D013449,Sulfonamides,CID,D017880,transverse limb deficiency
D009582,Nitrofurantoins,CID,D006344,atrial septal defects
D009582,Nitrofurantoins,CID,D018636,hypoplastic left heart syndrome
D009582,Nitrofurantoins,CID,D002972,cleft palate
D009582,Nitrofurantoins,CID,D000853,anophthalmia
D013449,Sulfonamides,CID,D001017,coarctation of the aorta
D013449,Sulfonamides,CID,D000014,birth defects
D013449,Sulfonamides,CID,D002754,choanal atresia
D009582,Nitrofurantoins,CID,D008850,microphthalmos
D009582,Nitrofurantoins,CID,D002971,cleft lip
D013449,Sulfonamides,CID,D000757,anencephaly
D009582,Nitrofurantoins,CID,D000014,birth defects
D000477,alkylating agents,CID,D015470,acute leukemia
D003520,cyclophosphamide,CID,D001749,bladder carcinomas
D000477,alkylating agents,CID,D008228,non-Hodgkin lymphomas
D001379,azathioprine,CID,D008228,non-Hodgkin lymphomas
D003520,cyclophosphamide,CID,D002277,carcinoma
D008750,alpha-methyldopa,CID,D009336,necrosis
D008750,alpha-methyldopa,CID,D006529,enlargement of the liver
D008750,alpha-methyldopa,CID,D009325,nausea
D008750,alpha-methyldopa,CID,D005234,fatty change
D008750,alpha-methyldopa,CID,D014839,vomiting
D008750,alpha-methyldopa,CID,D002779,cholestasis
D008750,alpha-methyldopa,CID,D015746,abdominal pain
D008750,alpha-methyldopa,CID,D007565,jaundice
D008750,alpha-methyldopa,CID,D056486,hepatitis
D008750,alpha-methyldopa,CID,D000855,anorexia
D002945,Cisplatin,CID,D000505,Alopecia
D017239,paclitaxel,CID,D010292,paresthesia
D017239,paclitaxel,CID,D000505,Alopecia
D002945,Cisplatin,CID,D018771,arthralgias
D017239,paclitaxel,CID,D018771,arthralgias
D002945,Cisplatin,CID,D010292,paresthesia
D004317,adriamycin,CID,D010689,phlebitis
D004317,adriamycin,CID,D000380,agranulocytosis
D004317,adriamycin,CID,D052016,mucositis
D004317,adriamycin,CID,D000505,Alopecia
D004317,adriamycin,CID,D013921,HITT
D004317,adriamycin,CID,D000740,anemia
D004317,adriamycin,CID,D009325,nausea
C034818,"methyl 6,7-dimethoxy-4-ethyl-B-carboline-3-carboxylate",CID,D012640,seizures
D001640,bicuculline,CID,D012640,seizures
D010433,PTZ,CID,D012640,seizures
D013331,strychnine,CID,D012640,seizures
D010852,picrotoxin,CID,D012640,seizures
D015097,3-mercaptopropionic acid,CID,D012640,seizures
D016190,carboplatin,CID,D009896,optic atrophy
D016190,carboplatin,CID,D010211,papilledema
D016190,carboplatin,CID,D012163,retinal detachment
D016190,carboplatin,CID,D058447,ocular pain
D016190,carboplatin,CID,D014786,audiovisual toxicity
D016190,carboplatin,CID,D009916,orbital toxicity
C042315,CI-921,CID,D007239,infection
C042315,CI-921,CID,D012640,seizures
C042315,CI-921,CID,D009503,neutropenia
C042315,CI-921,CID,D009325,nausea
C042315,CI-921,CID,D010689,phlebitis
C042315,CI-921,CID,D014839,vomiting
D017239,paclitaxel,CID,D009410,neuronal death
D002945,Cisplatin,CID,D009410,neuronal death
D002945,Cisplatin,CID,D010523,Diseases of peripheral nerves
D017239,paclitaxel,CID,D010523,Diseases of peripheral nerves
C426686,Ximelagatran,CID,D056486,hepatitis
D016572,cyclosporin,CID,D003221,Confusion
D005047,Etoposide,CID,D006932,hyperbilirubinemia
D005047,Etoposide,CID,D003221,Confusion
D016572,cyclosporin,CID,D006932,hyperbilirubinemia
C021341,cefazedone,CID,D009503,neutropenia
D015790,cefonicid,CID,D013921,HITT
D015790,cefonicid,CID,D000740,anemia
C021341,cefazedone,CID,D013921,HITT
D015790,cefonicid,CID,D009503,neutropenia
C021341,cefazedone,CID,D000740,anemia
D007538,Isoniazid,CID,D006948,hyper- or dyskinetic
D007538,Isoniazid,CID,D002653,behavioral disorder
D008694,Methamphetamine,CID,D006948,hyper- or dyskinetic
C121249,NRA0160,CID,D002375,parkinsonian catalepsy
D014217,troleandomycin,CID,D002779,cholestasis
D014217,troleandomycin,CID,D007565,jaundice
D014217,troleandomycin,CID,D004802,eosinophilia
D014217,troleandomycin,CID,D011537,pruritus
D014217,troleandomycin,CID,D056486,hepatitis
D015248,gemfibrozil,CID,D009135,fibrous myopathy
D016572,cyclosporin,CID,D009135,fibrous myopathy
D008148,lovastatin,CID,D051437,renal failure
D009525,niacin,CID,D009135,fibrous myopathy
D008148,lovastatin,CID,D009212,Myoglobinuria
D012460,sulphasalazine,CID,D010996,pleural effusions
D012460,sulphasalazine,CID,D011014,pneumonitis
D012460,sulphasalazine,CID,D008180,lupus erythematosus
D012460,sulphasalazine,CID,D002305,cardiac tamponade
D007980,L-dopa,CID,D020447,parasomnias
D007980,L-dopa,CID,D005767,gastrointestinal disorder
D007980,L-dopa,CID,D007024,orthostatic hypotension
D002719,chlormethiazole,CID,D003128,coma
D009567,nitrazepam,CID,D003128,coma
D002719,chlormethiazole,CID,D053608,stuporous
D009567,nitrazepam,CID,D062787,overdosage
D005283,fentanyl,CID,D020250,"nausea, vomiting"
D016559,tacrolimus,CID,D005198,Fanconi's syndrome
D016559,tacrolimus,CID,D009135,fibrous myopathy
D019259,lamivudine,CID,D009135,fibrous myopathy
D019259,lamivudine,CID,D005198,Fanconi's syndrome
C052075,thioperamide,CID,D002375,parkinsonian catalepsy
D011405,propafenone,CID,D018754,impairment of ventricular function
D011405,propafenone,CID,D000860,hypoxia
D011405,propafenone,CID,D003490,cyanosis
D002945,Cisplatin,CID,D009422,neuropathy
D002945,Cisplatin,CID,D006311,audiovisual toxicity
D002945,Cisplatin,CID,D007674,nephropathy
D014859,Warfarin,CID,D020428,femoral nerve palsy
D014859,Warfarin,CID,D009408,compression neuropathy
D014859,Warfarin,CID,D009135,fibrous myopathy
D014859,Warfarin,CID,D006406,hematoma
D002738,chloroquine,CID,D009157,Myasthenia gravis
D010396,D-penicillamine,CID,D009157,Myasthenia gravis
D005839,gentamicin,CID,D007683,acute tubular necrosis
D002512,cephalothin,CID,D007683,acute tubular necrosis
D005839,gentamicin,CID,D009846,oliguria
D002512,cephalothin,CID,D009846,oliguria
D012601,scopolamine,CID,D008569,impaired immediate free recall
D003401,creatine,CID,D001281,atrial fibrillation
D010894,piroxicam,CID,D005317,intrauterine growth retardation
D010894,piroxicam,CID,D009139,increase of external and skeletal variations
C106876,DFU,CID,D005317,intrauterine growth retardation
D016572,cyclosporin,CID,D007674,nephropathy
D016559,tacrolimus,CID,D007674,nephropathy
C007789,fucoidan,CID,D020141,impaired blood clotting
C007789,fucoidan,CID,D001929,cerebral edema
D000082,paracetamol,CID,D000138,metabolic acidosis
D000082,paracetamol,CID,D017114,acute liver failure
D000082,paracetamol,CID,D058186,acute renal failure
D007654,ketoconazole,CID,D007565,jaundice
D007654,ketoconazole,CID,D002779,cholestasis
D007654,ketoconazole,CID,D056486,hepatitis
D000527,prostaglandin E1,CID,D008107,hepatic impairment
D010862,pilocarpine,CID,D004827,epileptic
C106791,telithromycin,CID,D056486,hepatitis
D013148,Spironolactone,CID,D006947,hyperkalemia
D013148,Spironolactone,CID,D051437,renal failure
D009553,nimodipine,CID,D007022,hyper- or hypotension
D008012,Lidocaine,CID,D009422,neuropathy
D011318,prilocaine,CID,D009422,neuropathy
D009538,AN,CID,D002318,sinuatrial disease
D009538,AN,CID,D050197,atherosclerotic
C047426,venlafaxine,CID,D012640,seizures
C047426,venlafaxine,CID,D062787,overdosage
D016559,tacrolimus,CID,D006973,hyper- or hypotension
D002927,cimetidine,CID,D054138,Sinus arrest
D002927,cimetidine,CID,D001919,tachy- or bradycardia
D013726,terbutaline,CID,D002318,sinuatrial disease
C004616,2-chloroprocaine-CE,CID,D010243,paralysis
C004616,2-chloroprocaine-CE,CID,D013118,cord damage
D004317,adriamycin,CID,D003556,HC
D013467,sulindac,CID,D006947,hyperkalemia
D012312,ritodrine,CID,D014693,ventricular fibrillation
D004967,estrogen,CID,D015175,prolactinomas
D011239,prednisolone,CID,D006529,enlargement of the liver
D011239,prednisolone,CID,D009133,muscle wastage
D008874,midazolam,CID,D012140,respiratory upset
D008874,midazolam,CID,D006323,cardiac asystole
C009265,levodopa/carbidopa,CID,D004827,epileptic
C005618,benzoylecgonine,CID,D012640,seizures
D000661,amphetamine,CID,D020258,neurotoxic
D007538,Isoniazid,CID,D012640,seizures
D002122,calcium chloride,CID,D017545,thoracic aortic aneurysm
D017673,dietary sodium chloride,CID,D007674,nephropathy
D013469,Sulpiride,CID,D006966,hyperprolactinemic
D019438,ritonavir,CID,D050197,atherosclerotic
D010862,pilocarpine,CID,D004833,temporal lobe epilepsy
D004837,epinephrine,CID,D017682,myocardial stunning
C021650,Hydrocortisone acetate,CID,D006973,hyper- or hypotension
D016559,tacrolimus,CID,D056784,leukoencephalopathy
D015282,octreotide,CID,D006976,primary pulmonary hypertension
D001374,5-azacytidine,CID,D000757,anencephaly
D016559,tacrolimus,CID,D000743,hemolytic anemia
D003891,desipramine,CID,D017180,ventricular tachycardia
D003891,desipramine,CID,D003693,delirium
D000547,amantadine,CID,D011596,suppression of motility
D002794,choline,CID,D006528,hepatocellular carcinomas
D008755,methylergonovine,CID,D003329,coronary spasm
D000628,aminophylline,CID,D014693,ventricular fibrillation
D002217,carbachol,CID,D009325,nausea
D002217,carbachol,CID,D001919,tachy- or bradycardia
D002217,carbachol,CID,D006323,cardiac asystole
D002217,carbachol,CID,D006333,heart failure
D002217,carbachol,CID,D007022,hyper- or hypotension
D002217,carbachol,CID,D015877,miosis
D002217,carbachol,CID,D006945,hyperhidrosis
D002217,carbachol,CID,D012798,hypersalivation
C093622,rizatriptan,CID,D009325,nausea
C093622,rizatriptan,CID,D004244,Dizziness
D001761,bleomycin,CID,D011697,thrombotic thrombocytopenic purpura
D014748,vinca alkaloid,CID,D006463,hemolytic uremic syndrome
D014748,vinca alkaloid,CID,D007674,nephropathy
D002945,Cisplatin,CID,D011697,thrombotic thrombocytopenic purpura
D001761,bleomycin,CID,D006463,hemolytic uremic syndrome
D014748,vinca alkaloid,CID,D011697,thrombotic thrombocytopenic purpura
D002945,Cisplatin,CID,D006463,hemolytic uremic syndrome
D001761,bleomycin,CID,D007674,nephropathy
C104457,nelarabine,CID,D009422,neuropathy
C104457,nelarabine,CID,D006402,hematotoxicity
C104457,nelarabine,CID,D059352,musculoskeletal pain
D012460,sulphasalazine,CID,D005334,hyperthermia
D012460,sulphasalazine,CID,D009205,hypersensitivity myocarditis
D012460,sulphasalazine,CID,D008206,lymphadenopathy
D012460,sulphasalazine,CID,D018805,sepsis
D012460,sulphasalazine,CID,D009393,nephritis
D012460,sulphasalazine,CID,D003872,dermatitis
D012460,sulphasalazine,CID,D056486,hepatitis
D016642,Bupropion,CID,D013610,tachy- or bradycardia
D016642,Bupropion,CID,D012640,seizures
D016642,Bupropion,CID,D006212,hallucinations
D016642,Bupropion,CID,D001145,cardiac arrhythmia
D016642,Bupropion,CID,D006323,cardiac asystole
D007208,indocyanine green,CID,D012769,shock
D007208,indocyanine green,CID,D010146,pain
D007208,indocyanine green,CID,D007022,hyper- or hypotension
D007208,indocyanine green,CID,D011537,pruritus
D007208,indocyanine green,CID,D009325,nausea
D007208,indocyanine green,CID,D005076,rash
D007208,indocyanine green,CID,D014581,urticaria
D013311,streptozotocin,CID,D003929,diabetic autonomic neuropathy
D013311,streptozotocin,CID,D006930,secondary hyperalgesia
D014750,vincristin,CID,D010523,Diseases of peripheral nerves
D014750,vincristin,CID,D006930,secondary hyperalgesia
D003520,cyclophosphamide,CID,D006333,heart failure
D002220,carbamazepine,CID,D009207,myoclonus
D009853,omeprazole,CID,D004417,dyspnea
D009853,omeprazole,CID,D000743,hemolytic anemia
D009853,omeprazole,CID,D053609,lethargy
D016049,didanosine,CID,D018149,glucose tolerance curves
D016049,didanosine,CID,D010523,Diseases of peripheral nerves
D016049,didanosine,CID,D003967,diarrhea
D016049,didanosine,CID,D010195,pancreatitis
C471405,sorafenib,CID,D006461,hemolysis
C473478,sunitinib,CID,D006461,hemolysis
D003042,cocaine,CID,D007859,impairment of learning
D003042,cocaine,CID,D008569,impaired immediate free recall
D004025,dicyclomine,CID,D000647,amnesia
D003520,cyclophosphamide,CID,D006417,hematuria
C010882,chlorhexidine-digluconate,CID,D003556,HC
D003091,colistin,CID,D003556,HC
D007612,kanamycin,CID,D003556,HC
D011206,povidone-iodine,CID,D003556,HC
C006820,bromperidol,CID,D001480,axonal damage
D010634,luminal,CID,D003072,impaired social and emotional judgement processes
D002220,carbamazepine,CID,D003072,impaired social and emotional judgement processes
D010862,pilocarpine,CID,D009410,neuronal death
D009538,AN,CID,D009325,nausea
D009538,AN,CID,D006261,headache
D009538,AN,CID,D006606,hiccups
D015632,MPTP,CID,D010302,parkinsonism
D011441,propylthiouracil,CID,D005334,hyperthermia
D011441,propylthiouracil,CID,D010493,pericarditis
D011441,propylthiouracil,CID,D005921,glomerulosclerosis
C036150,beta-carboline,CID,D012640,seizures
D007649,ketamine,CID,D006212,hallucinations
D013739,Testosterone,CID,D020018,low sexual desire
D015742,propofol,CID,D010146,pain
D002110,Caffeine,CID,D012640,seizures
D007545,isoprenaline,CID,D013610,tachy- or bradycardia
D009568,nitrendipine,CID,D000419,albuminuria
D009568,nitrendipine,CID,D009400,nephrosclerosis
D008012,Lidocaine,CID,D014717,vertigo
D008012,Lidocaine,CID,D014839,vomiting
C023470,Perhexiline maleate,CID,D003711,demyelinating disorder
C023470,Perhexiline maleate,CID,D010523,Diseases of peripheral nerves
D012601,scopolamine,CID,D006948,hyper- or dyskinetic
D009943,organophosphorus (OP) poisons,CID,D001049,desaturation
D017367,serotonin reuptake inhibitors,CID,D007172,Impotence
D009020,morphine,CID,D007859,impairment of learning
D006493,heparin,CID,D010146,pain
D006493,heparin,CID,D003288,bruising
D006220,haloperidol,CID,D004409,hyper- or dyskinetic
D012110,reserpine,CID,D004409,hyper- or dyskinetic
D010672,phenytoin,CID,D011605,psychoses
D005839,gentamicin,CID,D058186,acute renal failure
D006170,gum Arabic,CID,D058186,acute renal failure
C022189,zonisamide,CID,D006212,hallucinations
D013988,Ticlopidine,CID,D000741,aplastic anemia
D013988,Ticlopidine,CID,D000380,agranulocytosis
D003513,cycloheximide,CID,D000647,amnesia
D001058,apomorphine,CID,D007035,hypothermia
D001058,apomorphine,CID,D006948,hyper- or dyskinetic
D016651,lithium carbonate,CID,D003490,cyanosis
D016651,lithium carbonate,CID,D001145,cardiac arrhythmia
D016651,lithium carbonate,CID,D003866,depression
D010634,luminal,CID,D004409,hyper- or dyskinetic
D014635,valproic acid,CID,D006970,Drowsiness
D000641,ammonia,CID,D006970,Drowsiness
D007545,isoprenaline,CID,D006965,hyperplasia
D002083,butylated hydroxyanisole,CID,D013274,forestomach tumors
D004491,edrophonium,CID,D001919,tachy- or bradycardia
D005283,fentanyl,CID,D009127,muscular rigidity
D015119,epsilon-aminocaproic acid,CID,D020225,sagittal sinus thrombosis
D005442,Flumazenil,CID,D009325,nausea
D005442,Flumazenil,CID,D014839,vomiting
D003276,Oral contraceptives,CID,D020518,focal nodular hyperplasia
D003276,Oral contraceptives,CID,D000236,adenoma
D006493,heparin,CID,D001157,arterial occlusion
D008694,Methamphetamine,CID,D011605,psychoses
D010400,benzylpenicillin,CID,D004827,epileptic
D020927,dexmedetomidine,CID,D001919,tachy- or bradycardia
D008694,Methamphetamine,CID,D001523,behavioral impairment
C047781,lamotrigine,CID,D009207,myoclonus
D015742,propofol,CID,D000647,amnesia
D000666,amphotericin,CID,D012640,seizures
D014031,tobramycin,CID,D034381,hearing loss
D000305,corticosteroids,CID,D009798,elevated intraocular pressure
D003630,daunorubicin,CID,D009503,neutropenia
D005442,Flumazenil,CID,D012640,seizures
D007538,Isoniazid,CID,D009422,neuropathy
D008794,metrizoate,CID,D014693,ventricular fibrillation
D003276,Oral contraceptives,CID,D020246,venous thrombosis
D005665,furosemide,CID,D058186,acute renal failure
D003276,Oral contraceptives,CID,D008113,liver tumors
D016559,tacrolimus,CID,D006504,Veno-occlusive liver disease
D016559,tacrolimus,CID,D014652,renovascular disease
C107135,everolimus,CID,D006504,Veno-occlusive liver disease
C107135,everolimus,CID,D058186,acute renal failure
D016559,tacrolimus,CID,D058186,acute renal failure
C107135,everolimus,CID,D014652,renovascular disease
D000628,aminophylline,CID,D012640,seizures
D001498,BAY k-8644,CID,D012640,seizures
D016642,Bupropion,CID,D056486,hepatitis
D002231,carbimazole,CID,D017114,acute liver failure
D016642,Bupropion,CID,D017114,acute liver failure
D011374,progesterone,CID,D054556,venous thromboembolism
D004967,estrogen,CID,D005705,gallbladder disease
D004967,estrogen,CID,D020521,stroke
D004967,estrogen,CID,D054556,venous thromboembolism
D004967,estrogen,CID,D003704,dementia
D011374,progesterone,CID,D003704,dementia
D008353,mannitol,CID,D019586,elevated ICP
D013390,Suxamethonium,CID,D010149,postoperative pain
D064704,levofloxacin,CID,D005414,flatulence
D064704,levofloxacin,CID,D003967,diarrhea
D064704,levofloxacin,CID,D009325,nausea
C045645,cilostazol,CID,D005483,flushing of the face
C045645,cilostazol,CID,D009325,nausea
C048081,beraprost,CID,D006261,headache
C048081,beraprost,CID,D005483,flushing of the face
C045645,cilostazol,CID,D006261,headache
C048081,beraprost,CID,D009325,nausea
C422649,etoricoxib,CID,D004487,swelling
D004008,diclofenac sodium,CID,D005767,gastrointestinal disorder
C422649,etoricoxib,CID,D006973,hyper- or hypotension
D006220,haloperidol,CID,D014202,tremor
D008094,lithium,CID,D001480,axonal damage
D008094,lithium,CID,D014202,tremor
D006220,haloperidol,CID,D017109,akathisia
D017673,dietary sodium chloride,CID,D006973,hyper- or hypotension
D007531,diisopropylfluorophosphate,CID,D009410,neuronal death
D007531,diisopropylfluorophosphate,CID,D009422,neuropathy
C025541,Tri-ortho-tolyl phosphate,CID,D009410,neuronal death
C025541,Tri-ortho-tolyl phosphate,CID,D009422,neuropathy
C417083,pegylated interferon,CID,D063726,delusional parasitosis
D012254,ribavirin,CID,D063726,delusional parasitosis
D000525,alprazolam,CID,D009459,neuroleptic malignant syndrome
D017374,paroxetine,CID,D009459,neuroleptic malignant syndrome
D010862,pilocarpine,CID,D001308,impairment in auditory location discrimination
D016861,cyclooxygenase inhibitors,CID,D006973,hyper- or hypotension
D016861,cyclooxygenase inhibitors,CID,D020521,stroke
D016861,cyclooxygenase inhibitors,CID,D009203,myocardial infarction
D016861,cyclooxygenase inhibitors,CID,D006333,heart failure
D004656,enalapril,CID,D051437,renal failure
D004232,diuretic,CID,D051437,renal failure
D010389,Pemoline,CID,D062787,overdosage
D010389,Pemoline,CID,D001264,choreoathetosis
D010389,Pemoline,CID,D002819,choreoathetosis
D007069,ifosfamide,CID,D003556,HC
D015080,mesna,CID,D006470,HC
D015080,mesna,CID,D003556,HC
D007069,ifosfamide,CID,D006470,HC
D003975,diazepam,CID,D001259,ataxia
C018824,ammonium acetate,CID,D001259,ataxia
C038192,iopromide,CID,D007674,nephropathy
D007472,iohexol,CID,D007674,nephropathy
D002110,Caffeine,CID,D017180,ventricular tachycardia
D002110,Caffeine,CID,D018879,premature ventricular contractions
D004977,ethambutol,CID,D014786,audiovisual toxicity
D004977,ethambutol,CID,D009901,optic neuropathy
D001241,aspirin,CID,D013927,HITT
D005473,fluoxetine,CID,D020018,low sexual desire
D017374,paroxetine,CID,D020018,low sexual desire
D020280,sertraline,CID,D020018,low sexual desire
D016627,6-hydroxydopamine,CID,D007172,Impotence
D015632,MPTP,CID,D020734,parkinsonian
C004616,2-chloroprocaine-CE,CID,D012640,seizures
D002220,carbamazepine,CID,D004831,Myoclonic seizures
D000806,ACE inhibitors,CID,D062787,overdosage
D002220,carbamazepine,CID,D054537,AV block
D002220,carbamazepine,CID,D001919,tachy- or bradycardia
D002220,carbamazepine,CID,D013616,sinus tachycardias
D005996,nitroglycerin,CID,D008569,impaired immediate free recall
D005419,flavonoids,CID,D006471,gastric hemorrhagic
D014859,Warfarin,CID,D006471,gastric hemorrhagic
D007545,isoprenaline,CID,D009202,myocardial injury
D007545,isoprenaline,CID,D007511,ischemia
D004041,fat,CID,D009765,obese
D008094,lithium,CID,D012804,sinus bradycardia
D008094,lithium,CID,D054537,AV block
C092292,ziprasidone,CID,D009459,neuroleptic malignant syndrome
D005045,etomidate,CID,D009207,myoclonus
D017963,azithromycin,CID,D006606,hiccups
D001418,baclofen,CID,D006606,hiccups
D014859,Warfarin,CID,D020300,intracranial hemorrhage
D003520,cyclophosphamide,CID,D009205,hypersensitivity myocarditis
D003042,cocaine,CID,D020521,stroke
D000661,amphetamine,CID,D020521,stroke
D013629,tamoxifen,CID,D014652,renovascular disease
D013629,tamoxifen,CID,D015228,hypertriglyceridaemia
D003042,cocaine,CID,D011681,pupillary oscillation
D003042,cocaine,CID,D010259,paranoia
D016666,fluvoxamine,CID,D012640,seizures
D008728,levomepromazine,CID,D012640,seizures
D015119,epsilon-aminocaproic acid,CID,D009336,necrosis
D015119,epsilon-aminocaproic acid,CID,D009135,fibrous myopathy
D002927,cimetidine,CID,D007172,Impotence
D001241,aspirin,CID,D012202,Reye
D004876,ergot,CID,D008881,migraine
D008784,methysergide,CID,D014652,renovascular disease
D013726,terbutaline,CID,D007008,hypokalemia
D002997,Clomipramine,CID,D020018,low sexual desire
D007741,labetalol,CID,D056486,hepatitis
D007741,labetalol,CID,D004342,allergic reactions
D016559,tacrolimus,CID,D006332,cardiomegaly
D000661,amphetamine,CID,D054549,left ventricular apical ballooning syndrome
D007505,iron dextran,CID,D009410,neuronal death
D014859,Warfarin,CID,D018366,LV Cutaneous lesions
D009020,morphine,CID,D020336,spastic paraparesis
D008691,methadone,CID,D006930,secondary hyperalgesia
D004958,17beta-estradiol,CID,D010911,adenohypophyseal tumors
D017035,pravastatin,CID,D009220,inflammatory myopathy
D002701,chloramphenicol,CID,D000741,aplastic anemia
D014282,trihexyphenidyl,CID,D001919,tachy- or bradycardia
D006854,cortisol,CID,D006973,hyper- or hypotension
D013496,suprofen,CID,D058186,acute renal failure
D004997,ethinyl estradiol,CID,D002779,cholestasis
D010042,ouabain,CID,D002303,decreased cardiac output
D001393,azole,CID,D016757,sudden cardiac death
