PMID,Sentence,Named-Entity,Label,Result
28237807,"Carboplatin, another cancer chemotherapeutic drug that is often used in combination with paclitaxel, sensitized mice to the nociceptive effects of paclitaxel.",Carboplatin,CHEMICAL,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",impulsivity,DISEASE,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",ADHD,MENTAL_HEALTH,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",drug addiction,CHEBI,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",mania,MENTAL_HEALTH,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",personality disorders,MENTAL_HEALTH,1
22134476,"High levels of impulsivity are a core symptom of psychiatric disorders such as ADHD, mania, personality disorders and drug addiction.",psychiatric disorders,DISEASE,1
22832356,These findings may have therapeutic implications for the clinical use of HDAC inhibitors in psychiatric disorders.,HDAC inhibitors,CHEMICAL,1
22832356,These findings may have therapeutic implications for the clinical use of HDAC inhibitors in psychiatric disorders.,psychiatric disorders,DISEASE,1
24036059,"The chronic administration of high doses of dexamethasone (DEX), a synthetic glucocorticoid receptor agonist, impairs long-term memory and motor coordination, reduces body weight and induces mortality in mice.",dexamethasone,CHEMICAL,1
24036059,"The chronic administration of high doses of dexamethasone (DEX), a synthetic glucocorticoid receptor agonist, impairs long-term memory and motor coordination, reduces body weight and induces mortality in mice.",memory motor coordination,DISEASE,1
33739701,"Class I, III, or bepridil as class IV excepting lidocaine and mexiletine are used to prevent paroxysmal atrial fibrillation.",bepridil,CHEMICAL,1
33739701,"Class I, III, or bepridil as class IV excepting lidocaine and mexiletine are used to prevent paroxysmal atrial fibrillation.",paroxysmal atrial fibrillation,DISEASE,1
32886223,Maternal Vitamin B12 deficiency during pregnancy is associated with offspring neuropsychiatric disorders.,Maternal Vitamin B12 deficiency,CHEBI,1
32886223,Maternal Vitamin B12 deficiency during pregnancy is associated with offspring neuropsychiatric disorders.,offspring neuropsychiatric disorders,DISEASE,1
34213723,"MP, a dopamine reuptake inhibitor, helps manage attention-deficit hyperactivity disorder (ADHD) and is abused as a cognitive enhancer; it has a reduced addiction liability.",dopamine reuptake inhibitor,CHEBI,1
34213723,"MP, a dopamine reuptake inhibitor, helps manage attention-deficit hyperactivity disorder (ADHD) and is abused as a cognitive enhancer; it has a reduced addiction liability.",ADHD,MENTAL_HEALTH,1
34213723,"MP, a dopamine reuptake inhibitor, helps manage attention-deficit hyperactivity disorder (ADHD) and is abused as a cognitive enhancer; it has a reduced addiction liability.",attention-deficit hyperactivity disorder,MENTAL_HEALTH,1
34213723,"MP, a dopamine reuptake inhibitor, helps manage attention-deficit hyperactivity disorder (ADHD) and is abused as a cognitive enhancer; it has a reduced addiction liability.",MP,DISEASE,1
33914772,"Compared to healthy children, patients during periods of thyroid hormone elevation (74.29%) and normalized thyroid hormones (31.43%) had higher frequencies of behavioral abnormalities and scorings of total CBCL scale (P = 0.01; P = 0.04, respectively) and its subscales' [Anxious/Depressed (P = 0.02; P = 0.04), Withdrawn/Depressed (P = 0.03; P = 0.04) and Somatic Complaints (P = 0.03; P = 0.127) and Social (P = 0.01; P = 0.225), Thought (P = 0.01; P = 0.128) and Attention (P = 0.01; P = 0.01) problems], indicating internalizing and externalizing problems.",normalized thyroid hormones,CHEBI,1
33914772,"Compared to healthy children, patients during periods of thyroid hormone elevation (74.29%) and normalized thyroid hormones (31.43%) had higher frequencies of behavioral abnormalities and scorings of total CBCL scale (P = 0.01; P = 0.04, respectively) and its subscales' [Anxious/Depressed (P = 0.02; P = 0.04), Withdrawn/Depressed (P = 0.03; P = 0.04) and Somatic Complaints (P = 0.03; P = 0.127) and Social (P = 0.01; P = 0.225), Thought (P = 0.01; P = 0.128) and Attention (P = 0.01; P = 0.01) problems], indicating internalizing and externalizing problems.",behavioral abnormalities,DISEASE,1
15729086,"Betahistine, a histamine enhancer with H1 agonistic/H3 antagonistic properties (48 mg t.i.d.), was coadministered with olanzapine (10 mg/day) in three first-episode schizophrenia patients for 6 weeks.",Betahistine,CHEMICAL,1
15729086,"Betahistine, a histamine enhancer with H1 agonistic/H3 antagonistic properties (48 mg t.i.d.), was coadministered with olanzapine (10 mg/day) in three first-episode schizophrenia patients for 6 weeks.",olanzapine,CHEMICAL,1
15729086,"Betahistine, a histamine enhancer with H1 agonistic/H3 antagonistic properties (48 mg t.i.d.), was coadministered with olanzapine (10 mg/day) in three first-episode schizophrenia patients for 6 weeks.",first-episode schizophrenia patients,MENTAL_HEALTH,1
15729086,"Betahistine, a histamine enhancer with H1 agonistic/H3 antagonistic properties (48 mg t.i.d.), was coadministered with olanzapine (10 mg/day) in three first-episode schizophrenia patients for 6 weeks.",histamine enhancer,CHEMICAL,1
15729086,"Betahistine, a histamine enhancer with H1 agonistic/H3 antagonistic properties (48 mg t.i.d.), was coadministered with olanzapine (10 mg/day) in three first-episode schizophrenia patients for 6 weeks.",t.i.d,CHEMICAL,1
34453973,"Altogether, our results suggest that increased glutamate, GluN2B activation, and likely calcium increase indicative of glutamate excitotoxicity-induced neuronal loss in LHb possibly endorse the emergence of ethanol withdrawal symptoms, while their inhibition might help in alleviating the ethanol withdrawal symptoms.",excitotoxicity-induced neuronal loss,DISEASE,1
34453973,"Altogether, our results suggest that increased glutamate, GluN2B activation, and likely calcium increase indicative of glutamate excitotoxicity-induced neuronal loss in LHb possibly endorse the emergence of ethanol withdrawal symptoms, while their inhibition might help in alleviating the ethanol withdrawal symptoms.",ethanol withdrawal symptoms,CHEMICAL,1
34453973,"Altogether, our results suggest that increased glutamate, GluN2B activation, and likely calcium increase indicative of glutamate excitotoxicity-induced neuronal loss in LHb possibly endorse the emergence of ethanol withdrawal symptoms, while their inhibition might help in alleviating the ethanol withdrawal symptoms.",increased glutamate indicative,CHEMICAL,1
34453973,"Altogether, our results suggest that increased glutamate, GluN2B activation, and likely calcium increase indicative of glutamate excitotoxicity-induced neuronal loss in LHb possibly endorse the emergence of ethanol withdrawal symptoms, while their inhibition might help in alleviating the ethanol withdrawal symptoms.",calcium increase,CHEMICAL,1
34453973,"Altogether, our results suggest that increased glutamate, GluN2B activation, and likely calcium increase indicative of glutamate excitotoxicity-induced neuronal loss in LHb possibly endorse the emergence of ethanol withdrawal symptoms, while their inhibition might help in alleviating the ethanol withdrawal symptoms.",GluN2B activation,DISEASE,1
19828388,"As compared to cirrhotic HCC, this kind of tumour has some peculiarities, such as: (a) a lower male preponderance and a bimodal age distribution; (b) a lower prevalence of the three main risk factors (hepatitis B and C virus infections and alcohol abuse), with an increased prevalence of other etiologic factors, such as exposure to genotoxic substances and sex hormones, inherited diseases, genetic mutations; (c) a more advanced tumour stage at the time of diagnosis, as it is usually detected due to the occurrence of cancer-related symptoms, outside any scheduled surveillance program; (d) a much higher amenability to hepatic resection, due to the low risk of liver failure even after extended parenchymal mutilation; (e) overall and disease-free survivals after resection of non-advanced tumours (meeting the Milano criteria) comparable to that obtained with liver transplantation in cirrhotic patients carrying an early tumour; (f) overall survival strictly dependent on tumour burden (and its recurrence) and barely influenced by liver function.",tumour,DISEASE,1
19828388,"As compared to cirrhotic HCC, this kind of tumour has some peculiarities, such as: (a) a lower male preponderance and a bimodal age distribution; (b) a lower prevalence of the three main risk factors (hepatitis B and C virus infections and alcohol abuse), with an increased prevalence of other etiologic factors, such as exposure to genotoxic substances and sex hormones, inherited diseases, genetic mutations; (c) a more advanced tumour stage at the time of diagnosis, as it is usually detected due to the occurrence of cancer-related symptoms, outside any scheduled surveillance program; (d) a much higher amenability to hepatic resection, due to the low risk of liver failure even after extended parenchymal mutilation; (e) overall and disease-free survivals after resection of non-advanced tumours (meeting the Milano criteria) comparable to that obtained with liver transplantation in cirrhotic patients carrying an early tumour; (f) overall survival strictly dependent on tumour burden (and its recurrence) and barely influenced by liver function.",tumour burden,DISEASE,1
19828388,"As compared to cirrhotic HCC, this kind of tumour has some peculiarities, such as: (a) a lower male preponderance and a bimodal age distribution; (b) a lower prevalence of the three main risk factors (hepatitis B and C virus infections and alcohol abuse), with an increased prevalence of other etiologic factors, such as exposure to genotoxic substances and sex hormones, inherited diseases, genetic mutations; (c) a more advanced tumour stage at the time of diagnosis, as it is usually detected due to the occurrence of cancer-related symptoms, outside any scheduled surveillance program; (d) a much higher amenability to hepatic resection, due to the low risk of liver failure even after extended parenchymal mutilation; (e) overall and disease-free survivals after resection of non-advanced tumours (meeting the Milano criteria) comparable to that obtained with liver transplantation in cirrhotic patients carrying an early tumour; (f) overall survival strictly dependent on tumour burden (and its recurrence) and barely influenced by liver function.",non-advanced tumours,DISEASE,1
19828388,"As compared to cirrhotic HCC, this kind of tumour has some peculiarities, such as: (a) a lower male preponderance and a bimodal age distribution; (b) a lower prevalence of the three main risk factors (hepatitis B and C virus infections and alcohol abuse), with an increased prevalence of other etiologic factors, such as exposure to genotoxic substances and sex hormones, inherited diseases, genetic mutations; (c) a more advanced tumour stage at the time of diagnosis, as it is usually detected due to the occurrence of cancer-related symptoms, outside any scheduled surveillance program; (d) a much higher amenability to hepatic resection, due to the low risk of liver failure even after extended parenchymal mutilation; (e) overall and disease-free survivals after resection of non-advanced tumours (meeting the Milano criteria) comparable to that obtained with liver transplantation in cirrhotic patients carrying an early tumour; (f) overall survival strictly dependent on tumour burden (and its recurrence) and barely influenced by liver function.",liver failure,DISEASE,1
19828388,"As compared to cirrhotic HCC, this kind of tumour has some peculiarities, such as: (a) a lower male preponderance and a bimodal age distribution; (b) a lower prevalence of the three main risk factors (hepatitis B and C virus infections and alcohol abuse), with an increased prevalence of other etiologic factors, such as exposure to genotoxic substances and sex hormones, inherited diseases, genetic mutations; (c) a more advanced tumour stage at the time of diagnosis, as it is usually detected due to the occurrence of cancer-related symptoms, outside any scheduled surveillance program; (d) a much higher amenability to hepatic resection, due to the low risk of liver failure even after extended parenchymal mutilation; (e) overall and disease-free survivals after resection of non-advanced tumours (meeting the Milano criteria) comparable to that obtained with liver transplantation in cirrhotic patients carrying an early tumour; (f) overall survival strictly dependent on tumour burden (and its recurrence) and barely influenced by liver function.",cirrhotic HCC,DISEASE,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",dopamine antagonists,CHEBI,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",comorbid chronic tic disorder,MENTAL_HEALTH,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",concurrent psychotic spectrum disorders,DISEASE,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",Tourette's syndrome,DISEASE,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",SUI-resistant patients,DISEASE,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",dopamine antagonists,CHEMICAL,1
7521326,"The addition of dopamine antagonists to the regimens of SUI-resistant patients appears to be a useful approach for OCD patients with a comorbid chronic tic disorder (e.g., Tourette's syndrome) and possibly for those with concurrent psychotic spectrum disorders.",OCD patients,DISEASE,1
8217063,"However, lithium is a highly specific treatment for bipolar disorder.",lithium,NUTRITION,1
8217063,"However, lithium is a highly specific treatment for bipolar disorder.",bipolar disorder,MENTAL_HEALTH,1
31128204,"The prenatal administration of VPA has induced social impairment, repetitive behavior, hyperlocomotion, anxiety and low exploratory activity in rats.",VPA,CHEMICAL,1
31128204,"The prenatal administration of VPA has induced social impairment, repetitive behavior, hyperlocomotion, anxiety and low exploratory activity in rats.",anxiety,MENTAL_HEALTH,1
31128204,"The prenatal administration of VPA has induced social impairment, repetitive behavior, hyperlocomotion, anxiety and low exploratory activity in rats.",repetitive behavior,DISEASE,1
2840978,"Baseline cortisol was significantly elevated in depressed as compared with panic patients, but not with controls.",Baseline cortisol,CHEMICAL,1
2840978,"Baseline cortisol was significantly elevated in depressed as compared with panic patients, but not with controls.",panic patients,DISEASE,1
35066169,Our findings showed that the allergic rhinitis induced by OVA challenge in sensitized rats induces anxiety-like behavior.,allergic rhinitis,DISEASE,1
35066169,Our findings showed that the allergic rhinitis induced by OVA challenge in sensitized rats induces anxiety-like behavior.,anxiety-like behavior,DISEASE,1
26781550,"Rather, the evidence leads us to conclude that both early use and heavy use of cannabis are more likely in individuals with a vulnerability to psychosis.",cannabis,CHEMICAL,1
26781550,"Rather, the evidence leads us to conclude that both early use and heavy use of cannabis are more likely in individuals with a vulnerability to psychosis.",psychosis,MENTAL_HEALTH,1
30292070,"Individuals with gambling disorder (GD) report much higher rates of post-traumatic stress symptoms and post-traumatic stress disorder (PTSS/D) than the general population, and individuals with both PTSS/D and GD often report much greater distress and impairment in daily life in comparison to individuals with GD alone (Grubbs, Chapman, Milner, Gutierrez, & Bradley, 2018).",gambling disorder,DISEASE,1
30292070,"Individuals with gambling disorder (GD) report much higher rates of post-traumatic stress symptoms and post-traumatic stress disorder (PTSS/D) than the general population, and individuals with both PTSS/D and GD often report much greater distress and impairment in daily life in comparison to individuals with GD alone (Grubbs, Chapman, Milner, Gutierrez, & Bradley, 2018).",post-traumatic stress symptoms,DISEASE,1
30292070,"Individuals with gambling disorder (GD) report much higher rates of post-traumatic stress symptoms and post-traumatic stress disorder (PTSS/D) than the general population, and individuals with both PTSS/D and GD often report much greater distress and impairment in daily life in comparison to individuals with GD alone (Grubbs, Chapman, Milner, Gutierrez, & Bradley, 2018).",post-traumatic stress disorder,MENTAL_HEALTH,1
30292070,"Individuals with gambling disorder (GD) report much higher rates of post-traumatic stress symptoms and post-traumatic stress disorder (PTSS/D) than the general population, and individuals with both PTSS/D and GD often report much greater distress and impairment in daily life in comparison to individuals with GD alone (Grubbs, Chapman, Milner, Gutierrez, & Bradley, 2018).",GD,CHEMICAL,1
30292070,"Individuals with gambling disorder (GD) report much higher rates of post-traumatic stress symptoms and post-traumatic stress disorder (PTSS/D) than the general population, and individuals with both PTSS/D and GD often report much greater distress and impairment in daily life in comparison to individuals with GD alone (Grubbs, Chapman, Milner, Gutierrez, & Bradley, 2018).",GD Grubbs,CHEMICAL,1
25227974,Opioid analgesics are used commonly in end-stage cancer patients for pain treatment.,Opioid analgesics,CHEBI,1
25227974,Opioid analgesics are used commonly in end-stage cancer patients for pain treatment.,pain treatment,DISEASE,1
25227974,Opioid analgesics are used commonly in end-stage cancer patients for pain treatment.,end-stage cancer patients,DISEASE,1
31962287,SE animals were injected with the inverse CB1 receptor agonist AM251.,SE animals,DISEASE,1
31962287,SE animals were injected with the inverse CB1 receptor agonist AM251.,agonist AM251,CHEMICAL,1
31962287,SE animals were injected with the inverse CB1 receptor agonist AM251.,agonist AM251,CHEBI,1
11470967,"Unfortunately, typical antipsychotic agents such as haloperidol, which selectively antagonizes dopamine D-2 receptors, can induce extrapyramidal syndromes such as tardive parkinsonism.",haloperidol,CHEMICAL,1
11470967,"Unfortunately, typical antipsychotic agents such as haloperidol, which selectively antagonizes dopamine D-2 receptors, can induce extrapyramidal syndromes such as tardive parkinsonism.",tardive parkinsonism,DISEASE,1
11470967,"Unfortunately, typical antipsychotic agents such as haloperidol, which selectively antagonizes dopamine D-2 receptors, can induce extrapyramidal syndromes such as tardive parkinsonism.",extrapyramidal syndromes,MENTAL_HEALTH,1
31269538,"Ten adult patients with severe pain from redback spider envenoming were administered 15 mg intravenous ketamine after standard analgesia, then up to 4 oral doses of ketamine 25- 50 mg.",spider envenoming,DISEASE,1
31269538,"Ten adult patients with severe pain from redback spider envenoming were administered 15 mg intravenous ketamine after standard analgesia, then up to 4 oral doses of ketamine 25- 50 mg.",ketamine    mg,CHEMICAL,1
31269538,"Ten adult patients with severe pain from redback spider envenoming were administered 15 mg intravenous ketamine after standard analgesia, then up to 4 oral doses of ketamine 25- 50 mg.",mg intravenous ketamine,CHEMICAL,1
31269538,"Ten adult patients with severe pain from redback spider envenoming were administered 15 mg intravenous ketamine after standard analgesia, then up to 4 oral doses of ketamine 25- 50 mg.",standard analgesia,MENTAL_HEALTH,1
31269538,"Ten adult patients with severe pain from redback spider envenoming were administered 15 mg intravenous ketamine after standard analgesia, then up to 4 oral doses of ketamine 25- 50 mg.",severe pain,DISEASE,1
9673858,The use of clozapine and other novel antipsychotic agents is also likely to represent an important step in the prevention and treatment of tardive dystonia.,clozapine,CHEMICAL,1
9673858,The use of clozapine and other novel antipsychotic agents is also likely to represent an important step in the prevention and treatment of tardive dystonia.,tardive dystonia,DISEASE,1
31526831,"Cholecystokinin (CCK), through the CCK-2 receptor, exerts complex effects on anxiety.",Cholecystokinin,CHEMICAL,1
31526831,"Cholecystokinin (CCK), through the CCK-2 receptor, exerts complex effects on anxiety.",anxiety,MENTAL_HEALTH,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",GABAB receptor,CHEMICAL,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",depression,MENTAL_HEALTH,1
34177891,"Overall, clinical and preclinical evidences strongly suggest that the GABAB receptor is a therapeutic candidate for depression and anxiety disorders.",anxiety disorders,MENTAL_HEALTH,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",acid L-tryptophan,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",amnesia,MENTAL_HEALTH,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",nootropic agent piracetam,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",sodium selenite,CHEMICAL,1
8072794,"The antioxidants alpha-tocopherol and sodium selenite, the nootropic agent piracetam, and the amino acid L-tryptophan prevent amnesia.",antioxidants alpha-tocopherol,NUTRITION,1
23680468,We aimed to examine the association between MDA and A-ADHD.,MDA,CHEMICAL,1
23680468,We aimed to examine the association between MDA and A-ADHD.,A-ADHD,DISEASE,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,PEG-IFN,CHEMICAL,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,resistance,MENTAL_HEALTH,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,newer NUCs,CHEMICAL,1
32654402,The outcome with pegylated IFN (PEG-IFN) and newer NUCs may be even better because of more effective treatment and/or a low risk of resistance.,pegylated IFN,CHEMICAL,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,Adrenergic agents,CHEBI,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,diabetic patients,DISEASE,1
27417982,Adrenergic agents and vasodilators are associated with a high prevalence of orthostatic hypotension in diabetic patients.,orthostatic hypotension,DISEASE,1
31108875,The anticonvulsant drugs valproic acid and valpromide inhibit EBV in Burkitt lymphoma cells.,drugs valproic acid,CHEMICAL,1
31108875,The anticonvulsant drugs valproic acid and valpromide inhibit EBV in Burkitt lymphoma cells.,Burkitt lymphoma cells,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.","non-selective cannabinoid receptor agonist WIN55,212",CHEMICAL,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.",(MPTP)-induced neurotoxicity,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.",neuroinflammation,DISEASE,1
19490092,"In this study, we investigated the molecular mechanisms by which the non-selective cannabinoid receptor agonist WIN55,212-2 (WIN) protects mouse nigrostriatal neurons from 1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine (MPTP)-induced neurotoxicity and neuroinflammation.","non-selective cannabinoid receptor agonist WIN55,212",CHEBI,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",morphine administration,CHEMICAL,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",anxiety,MENTAL_HEALTH,1
32937186,"Taken together, the present results showed that morphine administration could improve stress-induced memory impairment and anxiety in the rats exposed to the inescapable acute stress.",stress-induced memory impairment,DISEASE,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",Anxiety disorders,MENTAL_HEALTH,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",stimulants,CHEMICAL,1
23436669,"Anxiety disorders can occur in intoxication by stimulants, as well as in withdrawal syndrome, both by stimulants and sedatives.",withdrawal syndrome,DISEASE,1
15179444,"TC-1734 was very well tolerated in acute and chronic oral toxicity studies in mice, rats and dogs.",TC-1734,CHEMICAL,1
15179444,"TC-1734 was very well tolerated in acute and chronic oral toxicity studies in mice, rats and dogs.",acute oral toxicity studies,DISEASE,1
35093492,Plasma HPA axis hormones were assayed by ELISA and enteroid and colorectal cancer cell line cultures were used to verify function.,Plasma HPA axis hormones,CHEBI,1
35093492,Plasma HPA axis hormones were assayed by ELISA and enteroid and colorectal cancer cell line cultures were used to verify function.,cancer cell line cultures,DISEASE,1
9583357,"A human protein, C-peptide, thought to be a useless byproduct of insulin may protect against devastating heart and nerve damage that diabetes causes.",C-peptide,CHEMICAL,1
9583357,"A human protein, C-peptide, thought to be a useless byproduct of insulin may protect against devastating heart and nerve damage that diabetes causes.",devastating heart damage,DISEASE,1
31918180,"However, potential effects of ADT treatment on neurocognitive dysfunction remain unclear.",ADT treatment,CHEMICAL,1
31918180,"However, potential effects of ADT treatment on neurocognitive dysfunction remain unclear.",neurocognitive dysfunction,DISEASE,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",suicidal behavior,MENTAL_HEALTH,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",serotonin system,CHEMICAL,1
1376106,"Serious suicidal behavior, affective disorders, and a variety of other psychopathologic behaviors and syndromes have been found to correlate with measures of the serotonin system.",affective disorders,MENTAL_HEALTH,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",borderline personality disorder,MENTAL_HEALTH,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",BPD,DISEASE,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",male non-suicidal patients,DISEASE,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",cholesterol levels,NUTRITION,1
21648337,"The aims of this case-control study were to test whether cholesterol levels in male suicidal patients (N=20) with borderline personality disorder (BPD) are lower than in male non-suicidal patients (N=20) with BPD and male healthy control group (N=20), and to evaluate the influence of structured individual psychoanalytic psychotherapy on suicidal behavior.",suicidal behavior,MENTAL_HEALTH,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",bronchospasm,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",airway beta2-adrenoceptor blockade,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",cardiovascular disease,DISEASE,1
15655528,"Where known, the mode of action in cardiovascular disease is from antagonism of endogenous catecholamine responses in the heart (mainly at beta1-adrenoceptors), while the worrisome side effects of bronchospasm result from airway beta2-adrenoceptor blockade.",endogenous catecholamine responses,CHEMICAL,1
7871108,"Six months after the disclosure of the test results, both gene carriers and noncarriers reported a significant decrease in unwanted intrusive thoughts about HD.",gene carriers,CHEBI,1
7871108,"Six months after the disclosure of the test results, both gene carriers and noncarriers reported a significant decrease in unwanted intrusive thoughts about HD.",unwanted intrusive thoughts,MENTAL_HEALTH,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,cisapride,CHEMICAL,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,anorexia nervosa,MENTAL_HEALTH,1
8861189,Zinc supplementation or cisapride could be a therapeutic option in addition to psychological and other approaches in anorexia nervosa.,Zinc supplementation,CHEMICAL,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",dopamine/norepinephrine reuptake inhibitor,CHEMICAL,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",obstructive sleep apnea,MENTAL_HEALTH,1
34606437,"Solriamfetol, a dopamine/norepinephrine reuptake inhibitor, is approved in the United States and European Union for excessive daytime sleepiness in adults with narcolepsy (75-150 mg/day) or obstructive sleep apnea (OSA; 37.5-150 mg/day).",OSA,DISEASE,1
