ID,Label,Preferred label,Synonyms
NEW03583,DISEASE,Alzheimer group,Alzheimer group
NEW03584,NUTRITION,signifi thiamine =,signifi thiamine =
NEW03585,DISEASE,CONCLUSIONS Hyperhomocysteinemia,CONCLUSIONS Hyperhomocysteinemia
D006950,DISEASE,"Hyperlipidemia, Familial Combined","Combined Hyperlipidemia, Familial|Familial Combined Hyperlipidemias|Multiple Lipoprotein-Type Hyperlipidemia|Lipoprotein-Type Hyperlipidemia, Multiple|hyperlipidemia|Combined Hyperlipidemias, Familial|Hyperlipidemia, Multiple Lipoprotein Type|Multiple Lipoprotein-Type Hyperlipidemias|Hyperlipidemias, Multiple Lipoprotein-Type|Hyperlipidemia|Familial Combined Hyperlipidemia|Hyperlipidemia, Multiple Lipoprotein-Type|Lipoprotein-Type Hyperlipidemias, Multiple|Hyperlipidemias, Familial Combined"
C104273,CHEMICAL,hydroxyglimepiride [Supplementary Concept],glimepiride|Sulfonylurea Compounds
NEW03586,DISEASE,inflammatory disorder,inflammatory disorder
D020806,DISEASE,Central Nervous System Bacterial Infections,"Bacterial Infections, Central Nervous System|Infections, Bacterial, Central Nervous System|bacterial infections"
NEW03587,CHEMICAL,Freeman AA,Freeman AA
NEW03588,CHEMICAL,Rye DB,Rye DB
NEW03589,DISEASE,hypersomnia patients,hypersomnia patients
D021182,NUTRITION,Wheat Hypersensitivity,"wheat|Wheat Hypersensitivities|Wheat|Allergy, Wheat|Hypersensitivity, Wheat|Wheat Allergy|Allergies, Wheat|wheat allergy|Triticum aestivum L.|Wheat Allergies|Hypersensitivities, Wheat"
NEW03590,DISEASE,immune-mediated disease dependent,immune-mediated disease dependent
NEW03591,CHEBI,artificial non-nutritive sweeteners,artificial non-nutritive sweeteners
NEW03592,DISEASE,AN-B/P group,AN-B/P group
D013549,CHEBI,Sweetening Agents,"Agent, Sweetening|Sugar Substitute|Artificial Sweeteners|Sweetener|Agents, Sweetening|artificial sweetener|Sweeteners|Sweetening Agent|Artificial Sweetener|Sweeteners, Artificial|sweetener|Substitute, Sugar|Substitutes, Sugar|Sweetener, Artificial|Sugar Substitutes"
C016766,CHEMICAL,sulforaphane [Supplementary Concept],Sulfoxides|sulforaphane|Isothiocyanates|Sulforaphane
D000077157,CHEMICAL,Sorafenib,BAY 673472|BAY 439006|Nexavar|Sorafenib Tosylate|BAY 43 9006|BAY 545 9085|BAY-673472|BAY 545-9085|BAY 5459085|BAY 43-9006|4-(4-(3-(4-Chloro-3-trifluoromethylphenyl)ureido)phenoxy)pyridine-2-carboxylic acid methyamide-4-methylbenzenesulfonate|sorafenib|Sorafenib N Oxide|BAY-545-9085|BAY5459085|Sorafenib N-Oxide|Sorafenib
C025457,CHEMICAL,2-ethylamino-1-(3-stearoylphenyl)ethanol [Supplementary Concept],Etilefrine/analogs  and  derivatives|stearic acid
NEW03593,DISEASE,body-weight gain,body-weight gain
D019301,CHEMICAL,Oleic Acid,oleic acid|9-Octadecenoic Acid|9 Octadecenoic Acid|cis 9 Octadecenoic Acid|Oleate|cis-9-Octadecenoic Acid
D019308,CHEMICAL,Palmitic Acid,"palmitic acid|Acid, Palmitic|Palmitate, Sodium|Acid, Hexadecanoic|Calcium Palmitate|Hexadecanoic Acid|Sodium Palmitate|Palmitate, Calcium"
NEW03594,NUTRITION,selenium-rich Brazil nut,selenium-rich Brazil nut|Bertholletia excelsa
NEW03595,DISEASE,MCI patients,MCI patients
D063309,CHEMICAL,"2',3'-Cyclic Nucleotide 3'-Phosphodiesterase","3-|3'-Phosphodiesterase, 2',3'-Cyclic Nucleotide|2',3' CNPase|2',3' Cyclic Nucleotide 3' Phosphodiesterases|2',3'-CNPase|2',3' Cyclic Nucleotide 3' Phosphodiesterase|2',3' CN Phosphodiesterase|2',3'-Cyclic Nucleotide 3'-Phosphodiesterases|Cyclic CMP Phosphodiesterase|2',3'-CN Phosphodiesterase"
NEW03596,CHEMICAL,pioglitazone mg/kg,pioglitazone mg/kg
NEW03597,CHEMICAL,mg/kg i.p doses,mg/kg i.p doses
NEW03598,DISEASE,chronic thermal hyperalgesia,chronic thermal hyperalgesia
NEW03599,CHEMICAL,pioglitazone group,pioglitazone group
NEW03600,DISEASE,neuroprotective heat shock proteins,neuroprotective heat shock proteins
NEW03601,CHEBI,Xenoestrogen endocrine disrupters,Xenoestrogen endocrine disrupters
NEW03602,CHEBI,street drug use,street drug use
NEW03603,CHEBI,reproductive hormones,reproductive hormones
D020528,DISEASE,"Multiple Sclerosis, Chronic Progressive","Progressive Relapsing Multiple Sclerosis|Multiple Sclerosis, Secondary Progressive|SPMS|Multiple Sclerosis, Remittent Progressive|Multiple Sclerosis, Primary Progressive|Secondary Progressive Multiple Sclerosis|Primary Progressive Multiple Sclerosis|Multiple Sclerosis, Progressive Relapsing|Remittent Progressive Multiple Sclerosis|secondary progressive multiple sclerosis|Chronic Progressive Multiple Sclerosis"
C051774,CHEMICAL,neurofilament protein H [Supplementary Concept],neurofilament-H+|Neurofilament Proteins
D003711,DISEASE,Demyelinating Diseases,"|Demyelinating Disorders|Demyelinating Disease|Demyelinating Disorder|demyelination|Clinically Isolated CNS Demyelinating Syndrome|Demyelination|Clinically Isolated Syndrome, CNS Demyelinating|Demyelinations|demyelinating disorder"
NEW03604,DISEASE,Ovarian dysfunction,Ovarian dysfunction
NEW03605,NUTRITION,abnormal follicle counts,abnormal follicle counts
C548904,CHEMICAL,"insulin-like growth factor-1, rat [Supplementary Concept]",Insulin-Like Growth Factor I|insulin-like growth factor 1|IGF1
NEW03606,CHEMICAL,increased serum corticosterone levels,increased serum corticosterone levels
NEW03607,MENTAL_HEALTH,chronic stress HFSC quiescence,chronic stress HFSC quiescence
NEW03608,CHEMICAL,melanopsin system responsible,melanopsin system responsible
NEW03609,DISEASE,photosensitive dermal melanophores,photosensitive dermal melanophores
D014820,DISEASE,Vitiligo,vitiligo
D001679,CHEMICAL,Biogenic Amines,"biogenic amines|Biogenic Amine|Amines, Biogenic|Amine, Biogenic"
D059565,CHEMICAL,G2 Phase Cell Cycle Checkpoints,"Checkpoint, G2 Phase|Antephase Checkpoint|Restriction Points, G2|G2 Phase Checkpoints|G2-M Cell Cycle Checkpoint|G2 Restriction Point|G2 Restriction Points|G2 Cell Cycle Checkpoints|Checkpoint, Antephase|Checkpoints, Antephase|Antephase Checkpoints|G2 Cell Cycle Control|Restriction Point, G2|Checkpoints, G2 Phase|G2 Phase Checkpoint|G2 phase|G2 Cell Cycle Arrest|G2 M Cell Cycle Checkpoint"
C454300,CHEMICAL,estradiol valerate-dienogest [Supplementary Concept],Dienogest|Estradiol/analogs  and  derivatives|Drug Combinations|Climodien|Nandrolone/analogs  and  derivatives|dienogest|estradiol valerate
NEW03610,CHEBI,serum sex hormone levels,serum sex hormone levels
NEW03611,MENTAL_HEALTH,primary affective disorders,primary affective disorders
NEW03612,DISEASE,depressive phase,depressive phase
NEW03613,DISEASE,Abnormal anterior pituitary responsiveness,Abnormal anterior pituitary responsiveness
NEW03614,DISEASE,schizoaffective patients,schizoaffective patients
NEW03615,DISEASE,schizoaffective subject,schizoaffective subject
NEW03616,CHEMICAL,high testosterone levels,high testosterone levels
NEW03617,DISEASE,hypoprolactinemia,hypoprolactinemia
NEW03618,DISEASE,abnormal FSH,abnormal FSH
NEW03619,DISEASE,alopecic lesions,alopecic lesions
NEW03620,NUTRITION,hair follicle structures,hair follicle structures
D057092,DISEASE,Geographic Atrophy,"Geographic Atrophies|Degenerations, Dry Macular|Macular Degenerations, Dry|Dry Macular Degeneration|Dry Macular Degenerations|atrophy|Macular Degeneration, Dry|Degeneration, Dry Macular|Atrophy, Geographic|Atrophies, Geographic"
NEW03621,DISEASE,severe inflammation,severe inflammation
NEW03622,DISEASE,severe hair loss,severe hair loss
NEW03623,CHEMICAL,high DHEA level,high DHEA level
NEW03624,CHEMICAL,excess dopamine,excess dopamine
NEW03625,CHEMICAL,dexamethasone administration,dexamethasone administration
NEW03626,CHEBI,hormone concentrations,hormone concentrations
NEW03627,MENTAL_HEALTH,DSM-III melancholia,DSM-III melancholia
NEW03628,CHEMICAL,post-LHRH,post-LHRH
NEW03629,DISEASE,psychiatric presentation,psychiatric presentation
D009839,DISEASE,Oligomenorrhea,|Oligomenorrheas|oligomenorrhea
NEW03630,DISEASE,cardiovascular fitness,cardiovascular fitness
NEW03631,CHEBI,lower estrogen levels,lower estrogen levels
NEW03632,CHEMICAL,D-amino acid oxidase inhibitor,D-amino acid oxidase inhibitor
NEW03633,MENTAL_HEALTH,early-phase Alzheimer disease,early-phase Alzheimer disease
NEW03634,CHEMICAL,cortical 5-HT(2A receptors,cortical 5-HT(2A receptors
NEW03635,DISEASE,Chronic restraint stress,Chronic restraint stress
NEW03636,CHEBI,hormones epinephrine,hormones epinephrine
NEW03637,DISEASE,tumour growth,tumour growth
NEW03638,CHEBI,selective ADRB1 antagonist atenolol,selective ADRB1 antagonist atenolol
NEW03639,DISEASE,tumour cell proliferation,tumour cell proliferation
NEW03640,CHEBI,ADRB2 antagonists,ADRB2 antagonists
D009362,DISEASE,Neoplasm Metastasis,"Metastases, Neoplasm|Metastase|Metastasis, Neoplasm|Metastases|metastasis|Metastasis|Neoplasm Metastases"
NEW03641,DISEASE,tumour tissue,tumour tissue
NEW03642,DISEASE,CRH hypersecretion,CRH hypersecretion
NEW03643,CHEMICAL,17beta-oestradiol,17beta-oestradiol
NEW03644,NUTRITION,alpha oestrogen receptors,alpha oestrogen receptors
NEW03645,DISEASE,age-related diseases,age-related diseases
NEW03646,DISEASE,AP-1 antagonist A-Fos,AP-1 antagonist A-Fos
NEW03647,DISEASE,neurotoxic effect,neurotoxic effect
D000077410,CHEMICAL,Aluminum Chloride,"aluminum chloride|Aluminum Chloride, Anhydrous|Aluminum Chloride Hexahydrate|AlCl3|Anhydrous Aluminum Chloride|Drysol|Aluminum chloride|Aluminum Trichloride"
C062088,CHEMICAL,ferric maltol [Supplementary Concept],Ferric Compounds|Pyrones|maltol
NEW03648,CHEMICAL,Al chloride,Al chloride
NEW03649,CHEBI,drug olanzapine,drug olanzapine
D051296,CHEMICAL,Glucose Transporter Type 5,GLUT5 Protein|SLC2A5 Protein|D-Fructose Transporter|GLUT-5 Protein|GLUT 5 Protein|glucose transporter
C495677,CHEMICAL,"SLC2A1 protein, human [Supplementary Concept]",Glucose Transporter Type 1|human glucose transporter
D013212,DISEASE,Staphylococcus epidermidis,Staphylococcus (1966-1983)|Staphylococcus epidermidis
NEW03650,CHEMICAL,compound melatonin,compound melatonin
NEW03651,DISEASE,CPZ-induced liver disease,CPZ-induced liver disease
NEW03652,CHEBI,stress hormone corticosterone,stress hormone corticosterone
NEW03653,DISEASE,colonic hyperalgesia,colonic hyperalgesia
NEW03654,CHEMICAL,short-term ATR exposure,short-term ATR exposure
NEW03655,DISEASE,motor cognitive functions,motor cognitive functions
NEW03656,DISEASE,behavioral abnormalities suggestive,behavioral abnormalities suggestive
NEW03657,DISEASE,human mental health,human mental health
NEW03658,CHEBI,stress hormone due,stress hormone due
NEW03659,CHEMICAL,Abeta42 levels,Abeta42 levels
NEW03660,MENTAL_HEALTH,disease mutations,disease mutations
D007665,CHEMICAL,Ketotifen,"Ketotifen Fumarate|Fumarate, Ketotifen|Ketotiphen|Ketotiphene|Zaditen|4,9-Dihydro-4-(1-methyl-4-piperidylidene)-10H-benzo(4,5)-cyclohepta(1,2-b)thiophen-10-one|Ketotifene|ketotifen"
NEW03661,CHEMICAL,electroconvulsions,electroconvulsions
NEW03662,DISEASE,Sleep-wake behavior,Sleep-wake behavior
NEW03663,CHEMICAL,central histamine studies,central histamine studies
NEW03664,CHEMICAL,fluvoxamine treatment,fluvoxamine treatment
D027425,MENTAL_HEALTH,Multidrug Resistance-Associated Proteins,"Resistance-Associated Protein, Multidrug|multidrug resistance|Multidrug resistance|Multidrug Resistance Associated Proteins|Multispecific Organic Anion Transporter|Multidrug Resistance Associated Protein|Multidrug Resistance-Associated Protein|MOAT Protein|ATP Binding Cassette, Sub Family C Proteins|MDR|ATP-Binding Cassette, Sub-Family C Proteins|Multispecific Organic Anion Transport Proteins"
NEW03665,DISEASE,effective cancer chemotherapy,effective cancer chemotherapy
NEW03666,CHEMICAL,human doxorubicin,doxo|human doxorubicin
NEW03667,DISEASE,resistant cancer cells,resistant cancer cells
C021183,CHEMICAL,"1,7-dimethylxanthine [Supplementary Concept]","Theophylline|1,7-dimethylxanthine|Paraxanthine"
NEW03668,DISEASE,lower toxicity,lower toxicity
NEW03669,CHEMICAL,Chocolate intake,Chocolate intake
NEW03670,CHEMICAL,Piperaceae organic solvent-extract,Piperaceae organic solvent-extract
NEW03671,MENTAL_HEALTH,moderate anxiety,moderate anxiety
C452039,CHEMICAL,flavokawain B [Supplementary Concept],flavokawain B|Flavonoids|FKB
NEW03672,DISEASE,severe liver damage,severe liver damage
NEW03673,DISEASE,iron-overload disease,iron-overload disease
NEW03674,DISEASE,alcohol-induced liver damage,alcohol-induced liver damage
NEW03675,CHEMICAL,excess iron,excess iron
NEW03676,DISEASE,damage excess,damage excess
D008104,DISEASE,"Liver Cirrhosis, Alcoholic","Hepatic Cirrhosis, Alcoholic|Alcoholic Hepatic Cirrhosis|Alcoholic Cirrhosis|Alcoholic Liver Cirrhosis|alcoholic cirrhosis"
NEW03677,DISEASE,primary hepatic carcinoma,primary hepatic carcinoma
D019190,CHEMICAL,Iron Overload,"iron overload|Overload, Iron"
NEW03678,CHEMICAL,Hepatic ammonia detoxification,Hepatic ammonia detoxification
NEW03679,DISEASE,hyperammonemia neurological damage,hyperammonemia neurological damage
D064791,CHEMICAL,Desoxycorticosterone Acetate,"acetate|DOC|Acetate, Desoxycortone|Deoxycorticosterone 21 acetate|Desoxycorticosterone 21 acetate|DOCA|DOC-21-acetate|Syncortyl|DOC 21 acetate|Desoxycorticosterone-21-acetate|Deoxycorticosterone-21-acetate|Desoxycortone Acetate"
NEW03680,DISEASE,simple hyperammonemia,simple hyperammonemia
NEW03681,CHEMICAL,Tau content,Tau content
NEW03682,CHEBI,hepatotoxin,hepatotoxin
NEW03683,CHEMICAL,uracil moiety,uracil moiety
D037361,CHEBI,Adenylate Cyclase Toxin,"Toxin, cyaA|Pertussis Adenylate Cyclase Haemolysin Bifunctional Protein|Bordetella pertussis Adenylate Cyclase Toxin|Cyclolysin|Protein, Bordetella cyaA|AC Toxin, Bordetella|Bordetella AC Toxin|cyaA Toxin|Toxin, Adenylate Cyclase|Adenylate Cyclase-Hemolysin|Cyclase Toxin, Adenylate|Pertussis Adenylate Cyclase-Haemolysin Bifunctional Protein|Adenylate Cyclase Hemolysin|toxin|Ac-Hly, Bordetella|cyaA Protein, Bordetella|Adenylate Cyclase Haemolysin Bifunctional Protein, B. pertussis|Toxin, Bordetella AC|Adenylate Cyclase-Haemolysin Bifunctional Protein, B. pertussis|Ac Hly, Bordetella|Bordetella Adenylate Cyclase Toxin|Bordetella Ac-Hly|cyaA Gene Product, Bordetella|Cyclase-Hemolysin, Adenylate|Bordetella cyaA Protein"
NEW03684,CHEMICAL,catalytic site(s,catalytic site(s
NEW03685,CHEMICAL,CACNA1C voltage-gated calcium channel gene,CACNA1C voltage-gated calcium channel gene
NEW03686,CHEMICAL,voltage-gated calcium channels,voltage-gated calcium channels
NEW03687,DISEASE,Most phaeochromocytomas,Most phaeochromocytomas
NEW03688,CHEBI,alpha-adrenergic antagonist,alpha-adrenergic antagonist
NEW03689,CHEMICAL,Neuronal NO synthase,Neuronal NO synthase
NEW03690,MENTAL_HEALTH,resistance vasculature,resistance vasculature
NEW03691,CHEMICAL,SMTC 0.05,SMTC 0.05
NEW03692,CHEMICAL,selective nNOS inhibitor S-methyl-l-thiocitrulline,selective nNOS inhibitor S-methyl-l-thiocitrulline
NEW03693,DISEASE,Ovarian function suppression,Ovarian function suppression
NEW03694,DISEASE,metastasis breast cancer,metastasis breast cancer
NEW03695,CHEBI,Endocrine Society,Endocrine Society
NEW03696,DISEASE,puberty suppression,puberty suppression
NEW03697,DISEASE,hypogonadotropic hypogonadal state,hypogonadotropic hypogonadal state
NEW03698,CHEMICAL,pseudomenopause,pseudomenopause
NEW03699,CHEMICAL,estrogen/progesterone hormone replacement therapy,estrogen/progesterone hormone replacement therapy
NEW03700,CHEMICAL,benzodiazepine binding sites,benzodiazepine binding sites
NEW03701,MENTAL_HEALTH,anxiety due occupancy,anxiety due occupancy
NEW03702,CHEBI,selective receptor agonists,selective receptor agonists
NEW03703,CHEMICAL,i.c microinfusion,i.c microinfusion
NEW03704,DISEASE,confusion/disorientation,confusion/disorientation
NEW03705,CHEMICAL,cyclizine ingestions,cyclizine ingestions
D004155,CHEMICAL,Diphenhydramine,"2-Diphenylmethoxy-N,N-dimethylethylamine|Allerdryl|Diphenhydramine Hydrochloride|Benadryl|Hydrochloride, Diphenhydramine|Diphenhydramine Citrate|Benylin|Diphenhydramine hydrochloride|diphenhydramine|Dimedrol|Benzhydramine|Diphenhydramine|Diphenylhydramine|Citrate, Diphenhydramine|Diphenylhydramin|Diphenhydramine Citrate (1:1)|Dormin|Benhydramin"
D039563,CHEBI,"Histamine H1 Antagonists, Non-Sedating","Second Generation H1 Antagonist|Antihistamine, Second Generation|H1 Antihistamines, Non-Sedating|histamine H1 antagonists|Non-Sedating H1 Antihistamines|H1 Antihistamines, Non Sedating|Second Generation Antihistamine|Antihistamines|Second Generation Antihistamines|antihistamines|second generation antihistamines|Antihistamines, Second Generation|Third Generation H1 Antagonists|Generation Antihistamine, Second|Histamine H1 Antagonists, Non Sedating|Second Generation H1 Antagonists|Third Generation H1 Antagonist|antihistamine"
NEW03706,DISEASE,varicella-zoster lesions,varicella-zoster lesions
C010119,CHEMICAL,latrepirdine [Supplementary Concept],Dimebon|latrepirdine|Indoles|dimebon
NEW03707,DISEASE,concurrent angioedema due,concurrent angioedema due
NEW03708,CHEMICAL,risperidone BID,risperidone BID
NEW03709,DISEASE,hand tremor,hand tremor
NEW03710,CHEMICAL,voltage-gate Ca+2 channels,voltage-gate Ca+2 channels
D000080223,DISEASE,Chronic Urticaria,"Chronic Urticaria, Idiopathic|Urticaria, Chronic Inducible|Autoimmune Urticaria|Chronic Inducible Urticarias|Urticaria, Chronic Idiopathic|chronic spontaneous urticaria|Urticaria, Idiopathic Chronic|Urticaria, Chronic Spontaneous|Idiopathic Chronic Urticaria|Urticaria, Autoimmune|Chronic Idiopathic Urticarias|Chronic Urticarias|CIndU|Chronic Spontaneous Urticaria|Chronic Autoimmune Urticarias|Spontaneous Urticaria, Chronic|Chronic urticaria|Chronic Idiopathic Urticaria|Urticaria, Chronic|Idiopathic Chronic Urticarias|Chronic idiopathic urticaria|Chronic Spontaneous Urticarias|Chronic Inducible Urticaria|Autoimmune Urticaria, Chronic|Chronic Autoimmune Urticaria|Autoimmune Urticarias|Urticaria, Chronic Autoimmune|chronic inducible urticaria|CIU|Idiopathic Urticaria, Chronic|Inducible Urticaria, Chronic"
NEW03711,DISEASE,debilitating skin disease,debilitating skin disease
D006919,CHEMICAL,Hydroxyzine,"Vistaril|Atarax|Hydroxyzine Hydrochloride|Orgatrax|Hydroxyzine Pamoate|Durrax|Hydroxyzine|Pamoate, Hydroxyzine|Hydroxyzine Dihydrochloride|hydroxyzine|2-(2-(4-((4-Chlorophenyl)phenylmethyl)-1-piperazinyl)ethoxy)ethanol"
NEW03712,CHEMICAL,Pheniramine abuse,Pheniramine abuse
NEW03713,DISEASE,Severe pruritus,Severe pruritus
NEW03714,MENTAL_HEALTH,dysfunction limitations,dysfunction limitations
NEW03715,CHEMICAL,weals,weals
NEW03716,CHEMICAL,Zyprexatrade mark,Zyprexatrade mark
C121345,CHEMICAL,desloratadine [Supplementary Concept],Loratadine/analogs  and  derivatives|desloratadine
NEW03717,CHEMICAL,histamine central nervous system,histamine central nervous system
NEW03718,CHEMICAL,Pitolisant brand name,Pitolisant brand name
NEW03719,MENTAL_HEALTH,paradoxical hyperarousal,paradoxical hyperarousal
D010632,CHEMICAL,Pheniramine,"Prophenpyridamine|pheniramine|Pheniramine Bimaleate|Maleate, Pheniramine|Histapyridamine|Bimaleate, Pheniramine|Daneral|Avil|Propheniramine|Pheniramine Maleate"
NEW03720,MENTAL_HEALTH,disease patients,disease patients
NEW03721,DISEASE,Aβ toxicity,Aβ toxicity
D018755,CHEBI,GABA Agonists,"GABA Receptor Agonists|gamma-Aminobutyric Acid Agonists|gamma Aminobutyric Acid Agonists|Agonists, GABA Receptor|Agonists, GABA|Agonist, gamma-Aminobutyric Acid|Receptor Agonists, GABA|GABA receptor agonists|Acid Agonist, gamma-Aminobutyric|Agonist, GABA Receptor|Agonist, GABA|GABA agonist|gamma-Aminobutyric Acid Agonist|Agonists, gamma-Aminobutyric Acid|GABA agonists|GABA-receptor agonists|GABA Agonist|Acid Agonists, gamma-Aminobutyric|GABA Receptor Agonist|Receptor Agonist, GABA|gamma Aminobutyric Acid Agonist"
NEW03722,DISEASE,recognition memory impairment,recognition memory impairment
D058786,CHEBI,GABA-B Receptor Agonists,"Receptor Agonist, GABA-B|GABA B Agonists|Receptor Agonists, GABA-B|Agonists, GABA-B|GABA B Receptor Agonists|GABA-B receptor agonist|GABA(B receptor agonists|GABA-B Receptor Agonist|GABA-B Agonists|GABA B Receptor Agonist|Agonists, GABA-B Receptor|GABA(B receptor agonist|Agonist, GABA-B Receptor"
NEW03723,CHEBI,Non-competitive NMDA receptor antagonists,Non-competitive NMDA receptor antagonists
NEW03724,DISEASE,approach-avoidance behavior,approach-avoidance behavior
NEW03725,CHEMICAL,mesolimbic dopamine DA system,mesolimbic dopamine DA system
NEW03726,CHEBI,GABA receptor agonist progabide,GABA receptor agonist progabide
D007099,CHEMICAL,Imipramine,"|Imizin|Melipramine|imipramine|Tofranil|4,4'-Methylenebis(3-hydroxy-2-naphthoic acid)-3-(10,11-dihydro-5H-dibenzo(b,f)azepin-5-yl)-N,N-dimethyl-1-propanamine (1:2)|Imipramine|Norchlorimipramine|Imipramine Monohydrochloride|Imipramine Hydrochloride|Janimine|Imipramine Pamoate|Imidobenzyle|Pryleugan"
NEW03727,MENTAL_HEALTH,major affective disorders,major affective disorders
NEW03728,CHEMICAL,dopamine release,dopamine release
NEW03729,DISEASE,neuroleptic-induced increase,neuroleptic-induced increase
NEW03730,CHEMICAL,dopamine turnover,dopamine turnover
C017985,CHEMICAL,progabide [Supplementary Concept],Progabide|gamma-Aminobutyric Acid/analogs  and  derivatives|progabide
NEW03731,DISEASE,neuroleptic-induced up-regulation,neuroleptic-induced up-regulation
NEW03732,CHEMICAL,adenine diet,adenine diet
NEW03733,DISEASE,colon motility,colon motility
NEW03734,CHEBI,Uraemic toxins,Uraemic toxins
NEW03735,DISEASE,CKD-associated symptom burden,CKD-associated symptom burden
D020521,DISEASE,Stroke,"|Cerebral Stroke|CVAs (Cerebrovascular Accident)|Cerebrovascular Accidents, Acute|Cerebrovascular Strokes|Acute Strokes|Strokes, Cerebral|Stroke, Acute|Strokes, Acute|Acute Stroke|Cerebrovascular Accident|Apoplexy, Cerebrovascular|Stroke, Cerebral|Acute Cerebrovascular Accident|Stroke, Cerebrovascular|Strokes|stroke|Brain Vascular Accident|Cerebrovascular Accident, Acute|CVA (Cerebrovascular Accident)|Cerebral Strokes|cerebral stroke|cerebrovascular accidents|Apoplexy|Cerebrovascular Accidents|acute stroke|strokes|Cerebrovascular Apoplexy|Vascular Accidents, Brain|Strokes, Cerebrovascular|Cerebrovascular Stroke|Acute Cerebrovascular Accidents|Vascular Accident, Brain|Brain Vascular Accidents"
NEW03736,DISEASE,chronic disease (CKD)-related complications,chronic disease (CKD)-related complications
NEW03737,DISEASE,renal anemia,renal anemia
NEW03738,DISEASE,Cerebral uremic solute accumulation,Cerebral uremic solute accumulation
NEW03739,DISEASE,uremic encephalopathy,uremic encephalopathy
NEW03740,DISEASE,End-stage renal disease patients,End-stage renal disease patients
D020144,DISEASE,Basal Ganglia Cerebrovascular Disease,"Vascular Lenticulostriate Diseases|Vascular Diseases, Basal Ganglia|Vascular Disease, Lenticulostriate|Lenticulostriate Vasculopathies|Lenticulostriate Diseases, Vascular|Lenticulostriate Vasculopathy|cerebrovascular disease|Vasculopathy, Lenticulostriate|Cerebrovascular Disease, Basal Ganglia|vascular disease|Lenticulostriate Vascular Disease|Vascular Disease, Basal Ganglia|Basal Ganglia Vascular Disease|Vasculopathies, Lenticulostriate|Lenticulostriate Vascular Diseases|Vascular Diseases, Lenticulostriate"
NEW03741,CHEMICAL,cerebral oxygen extraction fraction,cerebral oxygen extraction fraction
NEW03742,CHEBI,retinoid X receptor agonist,retinoid X receptor agonist
NEW03743,MENTAL_HEALTH,Alzheimer disease (AD)-transgenic mice,Alzheimer disease (AD)-transgenic mice
NEW03744,CHEMICAL,soluble amyloid-β,soluble amyloid-β
D000077610,CHEMICAL,Bexarotene,"LGD 1069|LGD-1069|LG69 compound|LGD1069|Targretin|Bexarotene|bexarotene|3-methyl-TTNEB|4-(1-(3,5,5,8,8-Pentamethyl-5,6,7,8-tetrahydro-2-naphthyl)ethenyl)benzoic acid"
NEW03745,CHEMICAL,Methamphetamine neurotoxicity,Methamphetamine neurotoxicity
D008691,CHEMICAL,Methadone,"|Dolophine|Phenadone|Hydrochloride, Methadone|Physeptone|Methadone|Methadose|Amidone|Metasedin|methadone|Symoron|Pinadone|Methaddict|Metadol|Biodone|Methadone Hydrochloride|Methex|Phymet"
NEW03746,DISEASE,peripheral neuropathic pain,peripheral neuropathic pain
NEW03747,CHEMICAL,agonists morphine,agonists morphine
D003061,CHEMICAL,Codeine,"|N Methylmorphine|N-Methylmorphine|codeine|Isocodeine|Codeine|Morphinan-6-ol, 7,8-didehydro-4,5-epoxy-3-methoxy-17-methyl-, (5alpha,6alpha)-|Ardinex|Codeine Phosphate"
NEW03748,CHEBI,D2-like receptor agonists,D2-like receptor agonists
NEW03749,CHEBI,μ-opioid receptor agonists,μ-opioid receptor agonists
NEW03750,CHEBI,analgesic targets,analgesic targets
D055953,DISEASE,Microscopic Polyangiitis,"Polyangiitides, Microscopic|polyangiitis|Polyangiitis, Microscopic|Microscopic Polyangiitides"
D056647,DISEASE,Systemic Vasculitis,"Vasculitis, Systemic|systemic vasculitis|Systemic Vasculitides|Vasculitides, Systemic"
NEW03751,CHEBI,Pharmacological therapy leukotriene antagonists,Pharmacological therapy leukotriene antagonists
NEW03752,DISEASE,associated allergic diseases,associated allergic diseases
NEW03753,DISEASE,haloperidol-induced locomotor hypoactivity,haloperidol-induced locomotor hypoactivity
NEW03754,CHEBI,H3-receptor antagonists/inverse agonists,H3-receptor antagonists/inverse agonists
NEW03755,CHEMICAL,striatal alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid AMPA glutamate receptors,striatal alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid AMPA glutamate receptors
NEW03756,CHEMICAL,Ca(2+)-permeable AMPA receptors,Ca(2+)-permeable AMPA receptors
C550098,CHEMICAL,"TRIOBP protein, mouse [Supplementary Concept]",TRIO|Microfilament Proteins
NEW03757,DISEASE,matter alterations,matter alterations
NEW03758,CHEMICAL,soy-derived phosphatidylserine,PS|soy-derived phosphatidylserine|bovine brain phosphatidylserine
NEW03759,CHEMICAL,PFOS exposure,PFOS exposure
C000719052,CHEMICAL,"GRM1 protein, human [Supplementary Concept]","glutamate metabotropic receptor|Receptors, Metabotropic Glutamate"
NEW03760,CHEMICAL,increased dorsal striatum dopamine release,increased dorsal striatum dopamine release
C410218,CHEMICAL,serogroup C meningococcal conjugate vaccine [Supplementary Concept],Meningococcal Vaccines|MNC
