ID,Label,Preferred label,Synonyms
NEW09162,CHEMICAL,grin2b+/c456y mouse,Grin2b+/C456Y mice
NEW09164,CHEMICAL,glun2b-c456y haploinsufficiency,GluN2B-C456Y haploinsufficiency
NEW09166,BIOCHEMICAL,postpartum estrogen withdrawal,Postpartum estrogen withdrawal
http://purl.obolibrary.org/obo/CHEBI_64571,BIOCHEMICAL,nmda receptor agonist,NMDAr agonist NMDA|NMDAR agonists|NMDA receptor agonists|N-methyl-D-aspartate receptor agonist|N-methyl-D-aspartate receptor agonists|NMDAR agonist
NEW09168,CHEMICAL,ro25 inhibitor dasatinib,Ro25 inhibitor dasatinib
NEW09170,CHEMICAL,trkb receptor inhibitor k252a,TrkB receptor inhibitor K252a
D017378,CHEMICAL,Quinolinic Acid,"Quinolinic Acid, Disodium Salt|Quinolinic Acid, Copper(2+) Salt|quinolinic acid|Quinolinic Acid, Strontium Salt|Quinolinate"
http://purl.obolibrary.org/obo/CHEBI_64102,BIOCHEMICAL,ampa receptor agonist,endogenous N-methyl-d-aspartate receptor agonist|quisqualate receptor agonist|AMPAR agonist|alpha-amino-3-hydroxy-5-methyl-4-isoxazolepropionic acid receptor agonist|AMPA receptor agonists
NEW09171,CHEMICAL,microglial quin content,microglial QUIN content
NEW09172,CHEMICAL,nmda depression,NMDA depression
NEW09174,CHEMICAL,accumbal dopamine release,accumbal dopamine release
NEW09175,CHEMICAL,blocker phencyclidine,blockers phencyclidine
NEW09176,CHEMICAL,n-methyl-d-aspartate nmda receptor open channel blocker,N-methyl-D-aspartate NMDA receptor open channel blockers
NEW09177,DISEASE,ptsd-related behavioral trait,PTSD-related behavioral traits
D000071518,CHEMICAL,Liver X Receptors,"LXR-Alpha Protein|NR1H3 Protein|Oxysterol Receptors, Nuclear|LXR-Alpha, Oxysterols Receptor|Oxysterols Receptor LXR-Alpha|Liver X Receptor-Alpha|Liver X Receptor|NR1H2 Protein|Oxysterols Receptor LXR Alpha|Nuclear Receptor Subfamily 1, Group H, Member 3|LXRalpha Protein|LXRβ|Oxysterols Receptor LXR-Beta|LXR-Beta, Oxysterols Receptor|Liver X Receptor Alpha|Nuclear Orphan Receptor LXR Alpha|Liver X Receptor Beta|Oxysterols Receptor LXR Beta|Nuclear Receptor Subfamily 1, Group H, Member 2|Nuclear Oxysterol Receptors|Liver X Receptor-Beta|LXRbeta Protein|LXR Alpha Protein|Nuclear Orphan Receptor LXR-Alpha"
NEW09178,CHEMICAL,serotonin 5-ht system,serotonin 5-HT system
NEW09179,CHEMICAL,brain serotonin,brain serotonin
NEW09180,MENTAL_HEALTH,amphetamine-induced hyperactivity,amphetamine-induced hyperactivity
NEW09183,CHEMICAL,kyna exposure,KYNA exposure
NEW09184,DISEASE,birth variation,birth variations
D014365,NUTRITION,Tryptophan Hydroxylase,"tryptophan hydroxylase|Monooxygenase, Tryptophan|Hydroxylase, Tryptophan|Tryptophan Monooxygenase"
NEW09186,CHEMICAL,kynurenine pathway metabolite,kynurenine pathway metabolites
NEW09187,NUTRITION,plasma tryptophan,Plasma tryptophan
NEW00965,NUTRITION,tryptophan hydroxylase gene,tryptophan hydroxylase gene
NEW09188,CHEMICAL,serotonin biosynthesis,serotonin biosynthesis
NEW09189,CHEMICAL,inhale oxygen,inhaled oxygen
NEW09190,CHEMICAL,monoamine receptor,monoamine receptors
NEW09191,CHEMICAL,elevated neurotoxic kynurenine,elevated neurotoxic kynurenines
C005045,CHEMICAL,3-hydroxykynurenine [Supplementary Concept],3-hydroxykynurenine|Kynurenine/analogs  and  derivatives
NEW09194,DISEASE,chronic enteropathy,chronic enteropathies
NEW09195,DISEASE,chronic enteropathy,chronic enteropathy
NEW09196,MENTAL_HEALTH,neuro-cognitive psychosis,Neuro-Cognitive psychosis
NEW09197,CHEMICAL,major neuro-cognitive psychosis,MNP|Major Neuro-Cognitive psychosis
NEW09198,CHEMICAL,ginseng saponin,ginseng saponins
D050503,CHEMICAL,"Indoleamine-Pyrrole 2,3,-Dioxygenase","Indoleamine 2,3-Dioxygenase|indoleamine 2,3-dioxygenase|Indolamine-2,3-Dioxygenase|Dioxygenase, IDO|Indolamine 2,3 Dioxygenase|Indoleamine 2,3 Dioxygenase|IDO Dioxygenase|Indoleamine-Oxygen 2,3-Oxidoreductase (Decyclizing)"
NEW09201,NUTRITION,lowered plasma tryptophan,Lowered plasma tryptophan
NEW09203,CHEMICAL,ky/ka ratio,KY/KA ratio
NEW09206,CHEMICAL,tryptophan-kynurenine pathway,tryptophan-kynurenine pathway
NEW09207,CHEMICAL,low prenatal kyn level,lower prenatal Kyn levels
NEW09209,CHEMICAL,kyn biomarker,Kyn biomarkers
NEW00188,CHEMICAL,antidepressant property,antidepressant properties
NEW09211,CHEMICAL,subsequent prolonged elevated cortisol concentration,subsequent prolonged elevated cortisol concentrations
NEW09212,CHEMICAL,pic/quin,PIC/QUIN
C030614,CHEMICAL,picolinic acid [Supplementary Concept],Picolinic Acids|picolinic acid
NEW09213,CHEMICAL,kp metabolite,KP metabolites
NEW09214,CHEMICAL,l-tryptophan loading,L-tryptophan loading
NEW09217,CHEMICAL,xanthurenic acid xa flow,xanthurenic acid XA flow
NEW09218,CHEMICAL,efficacious antidepressant,efficacious antidepressants
NEW09220,CHEMICAL,brain serotonin system,Brain serotonin systems
NEW09221,NUTRITION,tryptophan depletion,tryptophan depletion
NEW09223,NUTRITION,tryptophan (trp)-kynurenine kyn pathway,tryptophan (Trp)-kynurenine Kyn pathway
NEW09225,CHEMICAL,fear-cascade modulation,fear-cascade modulation
D051817,CHEMICAL,Butyrate Response Factor 1,Early Response Factor Berg36|butyrate
NEW09227,NUTRITION,tryptophan hydroxylase gene allele variant,Tryptophan hydroxylase gene allele variants
NEW09228,CHEMICAL,serotonin transporter promoter allele,serotonin transporter promoter allele
D002956,CHEMICAL,Citrulline,citrulline
NEW09231,DISEASE,chronic schizophrenic patient,chronic schizophrenic patients
NEW09233,NUTRITION,tryptophan hydroxylase tph1 gene,tryptophan hydroxylase TPH1 gene
NEW05911,DISEASE,pd patient,PD patients
D016603,CHEMICAL,Eosinophilia-Myalgia Syndrome,"L-Tryptophan-Related Eosinophilia-Myalgia Syndromes|Syndrome, Eosinophilia-Myalgia|Syndromes, L-Tryptophan-Related Eosinophilia-Myalgia|L-tryptophan|Eosinophilia Myalgia Syndrome|Eosinophilia-Myalgia Syndrome, L-Tryptophan-Related|Syndromes, Eosinophilia-Myalgia|Eosinophilia-Myalgia Syndromes, L-Tryptophan-Related|Syndrome, L-Tryptophan-Related Eosinophilia-Myalgia|Syndrome, Eosinophilia-Myalgia, L-Tryptophan-Related|L-Tryptophan-Related Eosinophilia-Myalgia Syndrome|Eosinophilia-Myalgia Syndromes"
NEW09234,DISEASE,example eosinophilia-myalgia syndrome,examples eosinophilia-myalgia syndrome
NEW09238,DISEASE,tumor necrosis factor-alpha system,tumor necrosis factor-alpha system
NEW09239,NUTRITION,serotonin-synthesizing tryptophan hydroxylase-2 tph2-/- gene,serotonin-synthesizing tryptophan hydroxylase-2 Tph2-/- gene
NEW09240,CHEMICAL,tryptophan metabolic pathway,tryptophan metabolic pathway|TMP
NEW09241,CHEMICAL,serum 3-hydroxykynurenine level,serum 3-hydroxykynurenine levels
NEW09243,CHEMICAL,serum kynurenine level,serum kynurenine levels
NEW09244,CHEMICAL,serum 3-hydroxykynurenine/kynurenine ratio,serum 3-hydroxykynurenine/kynurenine ratio
NEW09245,CHEMICAL,serum kynurenic acid/kynurenine ratio,serum kynurenic acid/kynurenine ratio
http://purl.obolibrary.org/obo/MFOMD_0000143,MENTAL_HEALTH,major depressive episode,major depressive episode
NEW09248,CHEMICAL,baseline cortisol,baseline cortisol
NEW09249,DISEASE,dsm-iii-r melancholic subtype,DSM-III-R melancholic subtype
NEW09250,CHEMICAL,fenfluramine cortisol level,fenfluramine cortisol levels
NEW09251,CHEMICAL,baseline cortisol level,baseline cortisol levels
NEW09255,NUTRITION,tryptophan hydroxylase-2 gene,tryptophan hydroxylase-2 gene
NEW09257,CHEMICAL,synaptic serotonin availability,synaptic serotonin availability
NEW09259,NUTRITION,acute tryptophan depletion,acute tryptophan depletion
NEW09261,CHEMICAL,central serotonin transmission,central serotonin transmission
NEW09263,NUTRITION,tryptophan hydroxylase-2 tph2 g-703 t polymorphism,tryptophan hydroxylase-2 TPH2 G-703 T polymorphism
NEW09264,CHEMICAL,elevated neural serotonin synthesis rate,elevated neural serotonin synthesis rate
NEW09265,CHEMICAL,kynurenine-tryptophan ratio,kynurenine-tryptophan ratios
NEW09266,CHEMICAL,increase plasma kynurenine level,Increased plasma kynurenine levels
D014364,NUTRITION,Tryptophan,L-Tryptophan|ratio Tryptophan|Tryptophan Metabolism Alterations|PMS Tryptophan|Naturruhe|Ardeytropin|Tryptacin|PMS-Tryptophan|Optimax|tryptophan metabolism|Lyphan|L-Tryptophan-ratiopharm|Ardeydorm|Levotryptophan|L Tryptophan|Tryptan|Trofan|ratio-Tryptophan|L Tryptophan ratiopharm
NEW09270,CHEMICAL,exogenous l-tryptophan,exogenous l-tryptophan
NEW09271,CHEMICAL,5-ht synthesis,5-HT synthesis
NEW09273,CHEMICAL,kyn pathway,Kyn pathway
NEW09275,NUTRITION,tryptophan breakdown,Tryptophan breakdown
NEW09276,NUTRITION,serum tryptophan,Serum tryptophan
NEW09279,CHEMICAL,glun2a subunit,GluN2A subunits
NEW09280,CHEMICAL,5-ht neuronal modulation,5-HT neuronal modulation
NEW09281,CHEMICAL,lowered brain serotonin neurotransmission,lowered brain serotonin neurotransmission
NEW09282,DISEASE,dietary-induced impairment,dietary-induced impairment
NEW02486,CHEMICAL,5-ht system,5-HT system
NEW09284,CHEMICAL,5-ht signaling,5-HT signaling
NEW09286,CHEMICAL,kyn/trp index,KYN/TRP index
NEW09287,MENTAL_HEALTH,depression value,depression values
http://purl.obolibrary.org/obo/CHEBI_18053,CHEMICAL,1-aminocyclopropanecarboxylic acid,1-aminocyclopropane-1-carboxylic acid|1-Aminocyclopropane-1-carboxylic acid|Kynurenic acid levels|ACC|1-AMINOCYCLOPROPANECARBOXYLIC ACID
NEW09290,NUTRITION,phospholipid metabolism,Phospholipid metabolism
NEW09291,CHEMICAL,atypical antipsychotic drug,AAPDs|Atypical antipsychotic drugs
NEW09293,CHEMICAL,ampa administration,AMPA administration
NEW09295,CHEMICAL,citalopram administration,Citalopram administration
NEW09297,DISEASE,hashimoto's-related hypothyroidism stable,Hashimoto's-related hypothyroidism stable
NEW09299,CHEMICAL,th insufficiency,TH insufficiency
D002231,CHEMICAL,Carbimazole,Neo-Thyreostat|Carbimazole|Neomercazole|Carbimazole Henning|Neo-Mercazole|Neo Tomizol
NEW09301,NUTRITION,herbal food supplement,Herbal food supplements
NEW09303,CHEMICAL,nonselective n-methyl-d-aspartate receptor antagonist ketamine,nonselective N-methyl-D-aspartate receptor antagonist ketamine
NEW09306,MENTAL_HEALTH,stn-hfs-evoked forelimb dyskinesia,STN-HFS-evoked forelimb dyskinesia
NEW09308,MENTAL_HEALTH,stn-hfs-induced forelimb dyskinesia,STN-HFS-induced forelimb dyskinesia
NEW09311,CHEMICAL,excessive glutamate transmission,Excessive glutamate transmission
NEW09313,MENTAL_HEALTH,schizophrenia subgroup,schizophrenia subgroup
C000712971,BIOCHEMICAL,N-methyl-d-aspartate receptor antagonist MN-08 [Supplementary Concept],N-methyl-D-aspartate receptor antagonist|Adamantane/analogs  and  derivatives
C000626862,CHEMICAL,D-methadone [Supplementary Concept],d-methadone|Methadone
D019263,MENTAL_HEALTH,Dysthymic Disorder,"Disorder, Dysthymic|Dysthymia and Chronic Depression|Neurotic Depression, Persistent Depressive Disorder|Dysthymic Disorders|chronic depression|Persistent Depressive Disorder, Dysthymia|Dysthymia"
NEW09320,CHEMICAL,monoaminergic neurotransmitter serotonin mechanism,Monoaminergic neurotransmitter serotonin mechanisms
NEW09321,CHEMICAL,n-methyl-d-aspartate receptor antagonist ketamine,N-methyl-D-aspartate receptor antagonist ketamine
NEW09323,CHEMICAL,translational ketamine model,translational ketamine models
NEW09325,MENTAL_HEALTH,prodromal schizophrenia,prodromal schizophrenia
NEW09326,CHEMICAL,h. cumulative morphine consumption,h. Cumulative morphine consumption
NEW09327,DISEASE,postoperative pain intensity,postoperative pain intensity
NEW09333,CHEMICAL,commercial isoflavone,commercial isoflavones
NEW09334,CHEMICAL,isoflavone treatment,isoflavones treatment
C561945,CHEMICAL,"2'', 3'', 4'', 6''-tetraacetyl puerarin [Supplementary Concept]",Isoflavones|Puerarin
NEW09337,DISEASE,rsv group,RSV group
NEW09339,CHEMICAL,lps group,LPS group
NEW09340,CHEMICAL,estradiol level,estradiol level
D004960,CHEMICAL,Estradiol Dehydrogenases,"17-beta Estradiol|17 beta-Dehydrogenase, Estradiol|Dehydrogenases, Estradiol|17 beta Estradiol Dehydrogenase|Dehydrogenase, 17 beta-Estradiol|Estradiol 17 beta-Dehydrogenase|Dehydrogenase, Estradiol|Estradiol 17 beta Dehydrogenase|Estradiol 17 alpha-Dehydrogenase|Estradiol Dehydrogenase|17 alpha-Dehydrogenase, Estradiol|17 beta-Estradiol Dehydrogenase|Estradiol 17 alpha Dehydrogenase"
http://purl.obolibrary.org/obo/CHEBI_3160,BIOCHEMICAL,botulinum toxin type a,Botulinum toxin type A|Botulin A|Botulinum toxin type A BoNT-A injection
NEW09342,CHEMICAL,oxygen production,oxygen production
NEW09344,CHEMICAL,dopamine neuron glutamate cotransmission,dopamine neuron glutamate cotransmission
NEW09345,CHEMICAL,cortisol content,cortisol contents
NEW09347,CHEMICAL,hair cortisol content,hair cortisol contents
NEW06197,DISEASE,metabolic derangement,metabolic derangements
NEW09354,BIOCHEMICAL,environmental toxin,environmental toxin
NEW09356,MENTAL_HEALTH,hyperactivity disorder model,hyperactivity disorder model
NEW09357,DISEASE,ptsd diagnosis,PTSD diagnosis
D001427,BIOCHEMICAL,Bacterial Toxins,"bacterial toxins|Toxin, Bacterial|Bacterial Toxin|Toxins, Bacterial"
NEW09359,DISEASE,thalamic infarction,thalamic infarction
NEW09361,CHEMICAL,elevated taurine level,elevated taurine level
NEW09363,CHEMICAL,taurine level,taurine levels
NEW09364,CHEMICAL,quercetin mg/kg,quercetin mg/kg
NEW09366,CHEMICAL,afb1-intoxicated mouse,AFB1-intoxicated mice
C075477,CHEMICAL,ochratoxin A hydroxylase [Supplementary Concept],ochratoxin A|Cytochrome P-450 Enzyme System
NEW09367,BIOCHEMICAL,ota mycotoxin,OTA mycotoxin
http://purl.obolibrary.org/obo/CHEBI_35569,BIOCHEMICAL,alpha-adrenergic agonist,Alpha2-adrenergic agonists|alpha-adrenergic receptor agonist|alpha-adrenergic agonists|alpha-adrenoceptor agonists
NEW09371,NUTRITION,nerve terminal alpha autoreceptor,nerve terminal alpha autoreceptors
NEW09373,DISEASE,subsensitivity,subsensitivity
NEW09374,BIOCHEMICAL,chlorthalidone agonist,chlorthalidone agonists
NEW09375,BIOCHEMICAL,non-cardioselective beta blocker,non-cardioselective beta blockers
NEW09376,CHEMICAL,propranolol thiazide diuretic,propranolol thiazide diuretics
NEW09377,CHEMICAL,clonidine ceruleus lesion,Clonidine ceruleus lesions
NEW09378,DISEASE,alcohol dependency,alcohol dependency
NEW09379,CHEMICAL,nonpsychostimulant medication,nonpsychostimulant medications
NEW09380,CHEMICAL,opioid antagonist naltrexone,opioid antagonist naltrexone|XR-NTX
NEW09382,MENTAL_HEALTH,placebo analgesia,placebo analgesia
C113902,CHEMICAL,"D-glucose, O-D-glucopyranosyl-(1-4)-O-D-mannopyranosyl-(1-4) [Supplementary Concept]",D-glucose|Trisaccharides
NEW08791,CHEMICAL,chronic morphine treatment,chronic morphine treatment
NEW09386,DISEASE,severe renal impairment,Severe renal impairment
NEW09388,DISEASE,moderate hepatic impairment,moderate hepatic impairment
D028642,DISEASE,Mentally Ill Persons,"ill|Person, Mentally Ill|Mental Patients|Mentally Ill|Persons, Mentally Ill|Mentally Ill Person|Ill, Mentally"
NEW09393,BIOCHEMICAL,delta subtype-selective agonist,delta subtype-selective agonists
NEW09394,CHEMICAL,naltrexone therapy,Naltrexone therapy
NEW09396,CHEMICAL,context/expectation,context/expectation
NEW09397,MENTAL_HEALTH,context/expectation-driven relative relief-related analgesia,Context/expectation-driven relative relief-related analgesia
NEW09398,DISEASE,dry ejaculate,dry ejaculate|aspermia
NEW09400,MENTAL_HEALTH,self-reported delusion,self-reported delusions
D064086,CHEMICAL,Medical Marijuana,"Marijuana, Medicinal|Dispensaries, Marijuana|marijuana|Marijuana Dispensaries|Marijuana, Medical|Medicinal Marijuana|Marijuana Treatment|Medicinal Cannabis|Cannabis, Medicinal|Treatment, Marijuana|Cannabis, Medical|Medical Cannabis"
NEW09402,DISEASE,psychotic experience,psychotic experiences
D013566,BIOCHEMICAL,Sympathomimetics,"Sympathomimetic Effect|Agent, Sympathomimetic|Agents, Sympathomimetic|Effect, Sympathomimetic|Sympathomimetic Agent|Effects, Sympathomimetic|Sympathomimetic Drugs|Sympathomimetic|Amines, Sympathomimetic|Sympathomimetics|Sympathomimetic Agents|Sympathomimetic Drug|Sympathomimetic Amines|Drug, Sympathomimetic|Sympathomimetic Effects|Drugs, Sympathomimetic"
D015320,CHEMICAL,Tachykinins,tachykinins|Tachykinin
NEW09407,BIOCHEMICAL,nk2 receptor antagonist,NK2 receptor antagonists
D017347,DISEASE,Brucella melitensis,Brucella (1966-1992)|Brucella melitensis
D009561,CHEMICAL,Nisin,nisin|Antibiotics (1966-1972)
NEW09410,CHEMICAL,mt2 receptor agonist,MT2 receptor agonist
NEW09412,CHEMICAL,ω3 lcpufa supplementation,ω3 LCPUFA supplementation
NEW09414,CHEMICAL,fabp3－/－ mouse,Fabp3－/－ mice
NEW09415,DISEASE,neurotoxic protein,neurotoxic proteins
NEW09416,DISEASE,gc-induced deterioration,GC-induced deterioration
C581609,CHEMICAL,N-(2-(5-methoxy-indol-3-yl)-ethyl)-4-oxo-4H-pyran-2-carboxamide [Supplementary Concept],piromelatine|Pyrans|Indoles
NEW09418,CHEMICAL,gr mrna down-regulation,GR mRNA down-regulation
NEW09419,DISEASE,gr-i mouse,GR-i mice
NEW09423,BIOCHEMICAL,newly-developed orexin antagonist,newly-developed orexin antagonists
D000212,CHEMICAL,Acyclovir,"Virmen|ViraxPuren|Zovirax|Zyclir|Cicloferon|aciclovir von ct|Alonga, Aciclovir|Solutab, Acipen|Viclovir|Aci-Sanorania|Cusiviral|Avirax|Virax Puren|Supraviran|Virupos|Opthavir|Aciclovir-Sanorania|acyclovir|Activir|Wellcome 248U|Genvir|Herpetad|Maynar|Acipen Solutab|Zoliparin|Aciclostad|Virherpes|Antiherpes Creme|Mapox|9-((2-Hydroxyethoxy)methyl)guanine|Aciclovir Sanorania|Vipral|Virzin|Aci Sanorania|Acic|Aciclovir|Clonorax|Herpotern|Acycloguanosine|Wellcome-248U|Acifur|Acivir|Herpoviric|Aciclobeta|Milavir|Sodium, Acyclovir|Acyclo V|Acyclo-V|Virolex|Acyclovir Sodium|Aciclovir Alonga|Herpofug|Laciken|Wellcome248U|Isavir|Virax-Puren"
NEW09427,CHEMICAL,interferon-based treatment,interferon-based treatments
D013000,DISEASE,Psychiatric Somatic Therapies,"Therapy, Psychiatric Somatic|Therapies, Psychiatric Somatic|Somatic Therapy, Psychiatric|psychiatric|Somatic Therapies, Psychiatric|Psychiatric Somatic Therapy"
NEW09430,CHEMICAL,"dopamine precursor l-3,4-dihydroxyphenylalanine","dopamine precursor L-3,4-dihydroxyphenylalanine"
C070417,CHEMICAL,"(3R)-((2,3-dihydro-5-methyl-3-((4-morpholinyl)methyl)pyrrolo-(1,2,3-de)-1,4-benzoxazin-6-yl)(1-naphthalenyl))methanone [Supplementary Concept]","Naphthalenes|Benzoxazines|Morpholines|WIN-55,212"
NEW09432,CHEMICAL,young-adult cannabis use,young-adult cannabis use
NEW09433,DISEASE,early neurodevelopmental disruption,early neurodevelopmental disruptions
C118149,NUTRITION,UDP-glucose anthocyanin 5-O-glucosyltransferase [Supplementary Concept],anthocyanin|Glucosyltransferases
NEW09435,CHEMICAL,5&#8242;-chloro-5&#8242;-deoxy-(&#177;)-enba mg/kg,5&#8242;-chloro-5&#8242;-deoxy-(&#177;)-ENBA mg/kg
D009288,CHEMICAL,Naproxen,"Naprosin|Anaprox|Naprosyn|Aleve|Naproxen Sodium|Sodium, Naproxen|Sodium Naproxenate|Naproxenate, Sodium|Proxen|Methoxypropiocin|Synflex|naproxen"
NEW09442,BIOCHEMICAL,selective a1-receptor antagonist,Selective A1-receptor antagonists
NEW09443,CHEMICAL,endogenous adenosine,endogenous adenosine
C571818,CHEMICAL,4-hydroxyospemifene [Supplementary Concept],Tamoxifen/analogs  and  derivatives|Ospemifene
NEW09451,BIOCHEMICAL,post-menopausal estrogen therapy,Post-menopausal estrogen therapy
D051603,BIOCHEMICAL,Recoverin,Sensitivity-Modulating Protein|Sensitivity Modulating Protein|Cancer Associated Retinopathy Antigen|S-Modulin|Cancer-Associated Retinopathy Antigen|S Modulin|antigen sensitivity
NEW09453,CHEMICAL,Cannabis sativa L.,Cannabis sativa L.
D064704,CHEMICAL,Levofloxacin,"Anhydrous, Levofloxacin|Ofloxacin, (S)-Isomer|Levofloxacin Anhydrous|levofloxacin|Levaquin|Quixin"
NEW01416,MENTAL_HEALTH,acute anxiety,acute anxiety
NEW09458,CHEMICAL,average postmortem caffeine concentration,average postmortem caffeine concentration
NEW09461,CHEMICAL,agonist naïve patient,agonist naïve patients
NEW09463,DISEASE,pd treatment,PD treatment
NEW09465,MENTAL_HEALTH,chronic anxiety disorder,chronic anxiety disorders
NEW09466,CHEMICAL,antipsychotic aripiprazole,antipsychotics aripiprazole
D050493,CHEMICAL,Vesicular Monoamine Transport Proteins,"Vesicular Monoamine Transporter 1|Chromaffin Granule Amine Transporter|Monoamine Transporter, Vesicular|Monoamine Vesicular Transport Proteins|VMAT-1 Vesicular Monoamine Transporter|Vesicular Transporter, Monoamine|Vesicular Monoamine Transporters|VMAT 1 Vesicular Monoamine Transporter|Vesicular Monoamine Transporter 2|Monoamine Vesicular Transporter|VMAT2 Vesicular Monoamine Transporter|Vesicular Monoamine Transporter Proteins|Monoamine Transporters, Vesicular|Monoamine transporters|Vesicular Monoamine Transporter"
NEW09468,BIOCHEMICAL,central d2 antagonist,central D2 antagonists
NEW09471,CHEMICAL,dl-threo-Methylphenidate,dl-threo-Methylphenidate
D000928,CHEMICAL,Antidepressive Agents,"Antidepressant medication|Agent, Antidepressive|Drug, Antidepressant|Antidepressant Drugs|Antidepressants|Antidepressant Medication|Antidepressive Agent|Antidepressant Drug|Medication, Antidepressant|Thymoanaleptic|Thymoleptics|Thymoleptic|Thymoanaleptics|Antidepressant"
D045202,DISEASE,Porphyromonas endodontalis,Porphyromonas|Porphyromonas (1993-2003)
D000252,CHEMICAL,Calcium-Transporting ATPases,"Calcium-ATPase|Triphosphatase, Calcium Adenosine|ATPases, Calcium-Transporting|Calcium Adenosine Triphosphatase|ATPase, Calcium|Calcium ATPase|Calcium Adenosinetriphosphatase|Ca(2+)-Transporting ATPase|ATPase, Ca2+|Ca2+ ATPase|Adenosine Triphosphatase, Calcium|calcium Ca(2|Calcium Transporting ATPases|Adenosinetriphosphatase, Calcium"
NEW09474,DISEASE,bacterial cns infection,bacterial CNS infections
NEW09476,CHEMICAL,serotonin neuronal system,serotonin neuronal systems
D013732,MENTAL_HEALTH,Test Anxiety Scale,"Questionnaires, Test Anxiety|Test Anxiety Scales|anxiety test|Scale, Test Anxiety|Questionnaire, Test Anxiety|Scales, Test Anxiety|Test Anxiety Questionnaire|Test Anxiety Questionnaires"
NEW09478,BIOCHEMICAL,5-ht(2a/2c agonist doi,5-HT(2A/2C agonist DOI
NEW09480,BIOCHEMICAL,peripheral 5-ht(2a/2c antagonist xylamidine,peripheral 5-HT(2A/2C antagonist xylamidine
NEW09483,CHEMICAL,5-ht(2a receptor antagonist ketanserin,5-HT(2A receptor antagonist ketanserin
C550631,CHEMICAL,"(4-(3-fluoro-5-trifluoromethylpyridin-2-yl)piperazin-1-yl)(5-methanesulfonyl-2-(2,2,2-trifluoro-1-methylethoxy)phenyl)methanone [Supplementary Concept]",bitopertin|Piperazines|Sulfones
NEW09485,CHEMICAL,early antiandrogen,Earlier antiandrogens
D058748,DISEASE,Pain Perception,"Perception, Pain|Pain perception|Pain Perceptions|Perceptions, Pain"
NEW09489,DISEASE,crf nmol/mouse,CRF nmol/mouse
NEW09490,CHEMICAL,atypical neuroleptic clozapine,atypical neuroleptic clozapine
D016631,DISEASE,Lewy Bodies,"DLB|Lewy Neurites|Lewy Body|Lewy bodies|Lewy Neurite|Neurite, Lewy"
NEW09496,DISEASE,delusional misidentification,delusional misidentification
NEW09497,NUTRITION,cortical alpha nicotinic receptor,cortical alpha nicotinic receptors
NEW09498,NUTRITION,choline administration,choline administration
D002798,CHEMICAL,Diacylglycerol Cholinephosphotransferase,"Phosphorylcholine Glyceride Transferase|Phosphocholinetransferase|CDP Diacylglycerol Synthase|Cholinephosphotransferase|CDP-choline|Diacylglycerol CDP Choline Phosphotransferase|CDP-Choline 1,2-Diglyceride Choline Phosphotransferase|Diacylglycerol-CDP Choline Phosphotransferase|1-alkyl-2-Acetylglycerol Cholinephosphotransferase|CDP-Choline Cholinephosphotransferase|Choline Phosphotransferase, Diacylglycerol-CDP|Phosphorylcholineglyceride Transferase|Synthase, CDP-Diacylglycerol|Phosphorylcholine-Glyceride Transferase|PAF Phosphocholinetransferase|Phosphocholinetransferase, PAF|Cholinephosphotransferase, Diacylglycerol|CDP-Diacylglycerol Synthase|Phosphotransferase, Diacylglycerol-CDP Choline|CDP Choline 1,2 Diglyceride Choline Phosphotransferase|CDP Choline Cholinephosphotransferase|Cholinephosphotransferase, CDP-Choline|Transferase, Phosphorylcholineglyceride|Cholinephosphotransferase, 1-alkyl-2-Acetylglycerol|Transferase, Phosphorylcholine-Glyceride"
NEW09503,CHEMICAL,decrease naa concentration,Decreased NAA concentrations
NEW09505,CHEMICAL,methyl donor choline,Ch|methyl donor choline
NEW09507,NUTRITION,altered brain choline level,altered brain choline levels
NEW09509,CHEMICAL,risperidone treatment,risperidone treatment
NEW09511,NUTRITION,choline concentration,Choline concentration
NEW09513,NUTRITION,low choline concentration,low choline concentrations
NEW09516,NUTRITION,rbc choline uptake system,RBC choline uptake system
D008109,DISEASE,"Liver Diseases, Parasitic","Disease, Parasitic Liver|Parasitic Liver Disease|Liver Disease, Parasitic|liver diseases|Parasitic Liver Diseases|Diseases, Parasitic Liver"
NEW09519,CHEMICAL,increase glutamate/glutamine,increased Glutamate/glutamine
NEW09520,DISEASE,function deficit,functioning deficits
http://ontology.apa.org/apaonto/termsonlyOUT%20(5).owl#Emotional_Abuse,DISEASE,emotional abuse,childhood emotional abuse
D000080103,DISEASE,Emotional Regulation,"Emotion Self Regulation|Self-Regulation, Emotional|Emotional Self Regulation|emotional regulation|Emotional Self-Regulations|Regulation, Emotion|Emotion Regulation|Emotional Regulations|Self-Regulation, Emotion|Self-Regulations, Emotional|Emotional Self-Regulation|Regulations, Emotional|Regulation, Emotional|Emotion Self-Regulation|Emotion Self-Regulations|Self-Regulations, Emotion"
NEW09523,CHEMICAL,snp located,SNP located
C542592,CHEMICAL,"CHKB protein, human [Supplementary Concept]",Choline Kinase|CHKB
NEW09527,CHEMICAL,adhd+pae,ADHD+PAE
http://purl.obolibrary.org/obo/DOID_0090019,CHEMICAL,sitosterolemia,phytosterolemia|familial ADHD-PAE
NEW09528,DISEASE,familial etiology,familial etiologies
NEW09529,DISEASE,behavior memory formation,behavior memory formation
NEW01472,MENTAL_HEALTH,untreated psychosis,untreated psychosis
